symbol,earnings_date,eps_estimate,reported_eps,surprise
RTX,2001-04-19,0.42,0.43,+1.26
SBUX,2025-07-28,-,-,-
SBUX,2025-04-28,-,-,-
SBUX,2025-01-28,-,-,-
SBUX,2024-10-31,1.04,-,-
SBUX,2024-07-30,0.93,0.93,-0.41
SBUX,2024-04-30,0.79,0.68,-14.4
SBUX,2024-01-30,0.93,0.9,-3.25
SBUX,2023-11-02,0.97,1.06,+9.14
SBUX,2023-08-01,0.95,1,+4.98
SBUX,2023-05-02,0.65,0.74,+13.99
SBUX,2023-02-02,0.77,0.75,-2.73
SBUX,2022-11-03,0.72,0.81,+12.19
SBUX,2022-08-02,0.75,0.84,+11.58
SBUX,2022-05-03,0.59,0.59,-0.55
SBUX,2022-02-01,0.8,0.72,-9.61
SBUX,2021-10-28,0.99,1,+0.78
SBUX,2021-07-27,0.78,1.01,+29.58
SBUX,2021-04-27,0.53,0.62,+17.14
SBUX,2021-01-26,0.55,0.61,+10.27
SBUX,2020-10-29,0.31,0.51,+62.59
SBUX,2020-07-28,-0.59,-0.46,+22.31
SBUX,2020-04-28,0.34,0.32,-6.46
SBUX,2020-01-28,0.76,0.79,+4.13
SBUX,2019-10-30,0.7,0.7,+0.19
SBUX,2019-07-25,0.72,0.78,+7.72
SBUX,2019-04-25,0.56,0.6,+6.55
SBUX,2019-01-24,0.65,0.68,+4.88
SBUX,2018-11-01,0.6,0.62,+3.5
SBUX,2018-07-26,0.61,0.62,+2.04
SBUX,2018-04-26,0.53,0.53,-0.01
SBUX,2018-01-25,0.57,0.58,+1.5
SBUX,2017-11-02,0.55,0.55,+0.66
SBUX,2017-07-27,0.55,0.55,-0.2
SBUX,2017-04-27,0.45,0.45,+0.31
SBUX,2017-01-26,0.52,0.52,+0.01
SBUX,2016-11-03,0.55,0.56,+2.16
SBUX,2016-07-21,0.49,0.49,+0.71
SBUX,2016-04-21,0.39,0.39,+0.03
SBUX,2016-01-21,0.45,0.46,+2.2
SBUX,2015-10-29,0.43,0.43,-0.9
SBUX,2015-07-23,0.41,0.42,+2.85
SBUX,2015-04-23,0.33,0.33,+1.12
SBUX,2015-01-22,0.4,0.4,-0.36
SBUX,2014-10-30,0.37,0.37,-0.34
SBUX,2014-07-24,0.33,0.34,+2.6
SBUX,2014-04-24,0.28,0.28,+0.59
SBUX,2014-01-23,0.35,0.34,-1.55
SBUX,2013-10-30,0.3,0.32,+5.39
SBUX,2013-07-25,0.27,0.28,+3.48
SBUX,2013-04-25,0.24,0.24,-0.44
SBUX,2013-01-24,0.29,0.28,-0.43
SBUX,2012-11-01,0.22,0.23,+2.79
SBUX,2012-07-26,0.23,0.22,-4.97
SBUX,2012-04-26,0.2,0.2,+2.19
SBUX,2012-01-26,0.24,0.25,+2.74
SBUX,2011-11-03,0.18,0.19,+1.58
SBUX,2011-07-28,0.17,0.18,+6.4
SBUX,2011-04-27,0.17,0.17,+0.9
SBUX,2011-01-26,0.2,0.23,+15.38
SBUX,2010-11-04,0.16,0.19,+15.83
SBUX,2010-07-21,0.14,0.14,+1.1
SBUX,2010-04-21,0.12,0.14,+16.98
SBUX,2010-01-20,0.14,0.17,+18.8
SBUX,2009-11-05,0.1,0.12,+15.2
SBUX,2009-07-21,0.09,0.12,+27.43
SBUX,2009-04-29,0.07,0.08,+7.86
SBUX,2009-01-28,0.08,0.08,-9.9
SBUX,2008-11-10,0.07,0.05,-23.86
SBUX,2008-07-30,0.09,0.08,-12.5
SBUX,2008-04-30,0.08,0.09,+20
SBUX,2008-01-30,0.14,0.14,+2.37
SBUX,2007-11-15,0.1,0.11,+0.76
SBUX,2007-08-01,0.11,0.11,-0.78
SBUX,2007-05-03,0.1,0.1,-1.15
SBUX,2007-01-31,0.13,0.13,+0.81
SBUX,2006-11-16,0.08,0.09,+0.34
SBUX,2006-08-02,0.09,0.09,+4.72
SBUX,2006-05-03,0.07,0.08,+12.82
SBUX,2006-02-01,0.1,0.11,+12.46
SBUX,2005-11-17,0.07,0.08,+6.87
SBUX,2005-07-27,0.07,0.08,+3.98
SBUX,2005-04-27,0.06,0.06,-0.89
SBUX,2005-01-26,0.09,0.09,+2.02
SBUX,2004-11-10,0.06,0.06,-0.67
SBUX,2004-07-21,0.05,0.06,+10.89
SBUX,2004-04-21,0.04,0.05,+9.85
SBUX,2004-01-21,0.06,0.07,+5.65
SBUX,2003-11-13,0.04,0.04,-1.71
SBUX,2003-07-24,0.04,0.04,+3.21
SBUX,2003-04-24,0.03,0.03,-0.79
SBUX,2003-01-23,0.05,0.05,+10.16
SBUX,2002-11-14,0.04,0.04,+0.83
SBUX,2002-07-25,0.03,0.04,+5.55
SBUX,2002-04-25,0.02,0.03,+11.74
SBUX,2002-01-24,0.04,0.04,+1.79
SBUX,2001-11-15,0.03,0.04,+5.01
SBUX,2001-07-26,0.03,0.03,-1.15
SBUX,2001-04-26,0.02,0.02,+0.76
SBUX,2001-01-25,0.03,0.03,+8.13
SBUX,2000-11-16,0.03,0.03,+0.29
SHOP,2025-08-05,-,-,-
SHOP,2025-05-06,-,-,-
SHOP,2025-02-11,-,-,-
SHOP,2024-10-31,0.37,-,-
SHOP,2024-08-07,0.2,0.26,+28.46
SHOP,2024-05-08,0.17,0.2,+17.5
SHOP,2024-02-13,0.31,0.34,+9.05
SHOP,2023-11-02,0.14,0.24,+73.91
SHOP,2023-08-02,0.05,0.14,+179.83
SHOP,2023-05-04,-0.04,0.01,+125.79
SHOP,2023-02-15,-0.01,0.07,+651.18
SHOP,2022-10-27,-0.07,-0.02,+72.4
SHOP,2022-07-27,0.02,-0.03,-258.81
SHOP,2022-05-05,0.06,0.02,-68.01
SHOP,2022-02-16,0.13,0.14,+7.31
SHOP,2021-10-28,0.12,0.08,-31.08
SHOP,2021-07-28,0.1,0.22,+131.4
SHOP,2021-04-28,0.07,0.2,+175.87
SHOP,2021-02-17,0.13,0.16,+25.89
SHOP,2020-10-29,0.05,0.11,+114.46
SHOP,2020-07-29,-,0.11,+7854.55
SHOP,2020-05-06,-0.02,0.02,+202.48
SHOP,2020-02-12,0.02,0.04,+80.44
SHOP,2019-10-29,0.01,0.02,+63.64
SHOP,2019-08-01,-,0.01,+418.52
SHOP,2019-04-30,-,0.01,+298.24
SHOP,2019-02-12,0.02,0.03,+27.95
SHOP,2018-10-25,-,-,+279.37
SHOP,2018-07-31,-,-,+178.12
SHOP,2018-05-01,-0.01,-,+178.9
SHOP,2018-02-15,-,0.02,+215.13
SHOP,2017-10-31,-,0.01,+361.78
SHOP,2017-08-01,-0.01,-,+85.4
SHOP,2017-05-02,-0.01,-,+60.44
SHOP,2017-02-15,-,-,+100
SHOP,2016-11-02,-,-,+36.1
SHOP,2016-08-03,-0.01,-,+47.16
SHOP,2016-05-04,-0.01,-0.01,+32.13
SHOP,2016-02-17,-0.01,-,+81.58
SHOP,2015-11-04,-0.01,-,+50.82
SHOP,2015-07-30,-0.01,-,+65.91
SHOP,2015-05-27,-,-,-
SHOP,2015-05-21,-,-,-
SHW,2025-07-21,-,-,-
SHW,2025-04-21,-,-,-
SHW,2025-01-23,-,-,-
SHW,2024-10-22,3.54,3.7,+6.32
SHW,2024-07-23,3.48,3.7,+6.23
SHW,2024-04-23,2.21,2.17,-1.97
SHW,2024-01-25,1.8,1.81,+0.61
SHW,2023-10-24,2.77,3.2,+15.42
SHW,2023-07-25,2.69,3.29,+22.1
SHW,2023-04-25,1.78,2.04,+14.32
SHW,2023-01-26,1.87,1.89,+1.28
SHW,2022-10-25,2.56,2.83,+10.43
SHW,2022-07-27,2.77,2.41,-13.07
SHW,2022-04-26,1.54,1.61,+4.24
SHW,2022-01-27,1.38,1.34,-2.83
SHW,2021-10-26,2.1,2.09,-0.51
SHW,2021-07-27,2.68,2.65,-1.17
SHW,2021-04-27,1.64,2.06,+25.24
SHW,2021-01-28,1.62,1.7,+4.94
SHW,2020-10-27,2.6,2.76,+6.26
SHW,2020-07-28,1.95,2.37,+21.32
SHW,2020-04-29,1.31,1.36,+3.48
SHW,2020-01-30,1.46,1.42,-2.75
SHW,2019-10-22,2.16,2.22,+2.66
SHW,2019-07-23,2.12,2.19,+3.07
SHW,2019-04-23,1.22,1.2,-1.55
SHW,2019-01-31,1.18,1.18,-0.36
SHW,2018-10-25,1.91,1.89,-1.11
SHW,2018-07-24,1.89,1.91,+1.29
SHW,2018-04-24,1.04,1.19,+13.9
SHW,2018-01-25,1.04,1.05,+1.58
SHW,2017-10-24,1.55,1.58,+2.07
SHW,2017-07-20,1.52,1.51,-1.06
SHW,2017-04-20,0.69,0.76,+8.98
SHW,2017-01-26,0.74,0.81,+9.62
SHW,2016-10-25,1.44,1.41,-2.14
SHW,2016-07-21,1.39,1.35,-2.32
SHW,2016-04-21,0.54,0.6,+11.97
SHW,2016-01-28,0.62,0.71,+13.24
SHW,2015-10-29,1.29,1.32,+2.78
SHW,2015-07-16,1.27,1.23,-2.94
SHW,2015-04-16,0.48,0.46,-4.09
SHW,2015-01-29,0.46,0.46,-0.33
SHW,2014-10-28,1.07,1.12,+4.59
SHW,2014-07-17,0.98,0.98,+0.34
SHW,2014-04-17,0.36,0.42,+15.13
SHW,2014-01-30,0.45,0.42,-5.73
SHW,2013-10-25,0.88,0.89,+1.56
SHW,2013-07-18,0.86,0.85,-1.74
SHW,2013-04-18,0.37,0.37,+0.98
SHW,2013-01-31,0.39,0.37,-3.4
SHW,2012-10-25,0.73,0.75,+1.65
SHW,2012-07-19,0.71,0.72,+2.07
SHW,2012-04-19,0.29,0.32,+8.34
SHW,2012-01-26,0.28,0.28,+0.99
SHW,2011-10-25,0.56,0.57,+1.08
SHW,2011-07-21,0.59,0.55,-5.76
SHW,2011-04-21,0.17,0.21,+21.87
SHW,2011-01-25,0.22,0.24,+8.56
SHW,2010-10-26,0.56,0.53,-4.48
SHW,2010-07-22,0.55,0.57,+4.93
SHW,2010-04-22,0.13,0.13,+0.63
SHW,2010-01-26,0.17,0.24,+35.57
SHW,2009-10-20,0.45,0.5,+11.7
SHW,2009-07-21,0.44,0.45,+3.28
SHW,2009-04-16,0.07,0.11,+50.94
SHW,2009-01-22,0.18,0.2,+13.6
SHW,2008-10-16,0.42,0.5,+18.03
SHW,2008-07-17,0.46,0.52,+13.42
SHW,2008-04-22,0.2,0.21,+7.66
SHW,2008-01-29,0.28,0.27,-5.18
SHW,2007-10-23,0.5,0.52,+2.99
SHW,2007-07-19,0.48,0.51,+5.8
SHW,2007-04-19,0.28,0.28,-0.34
SHW,2007-01-25,0.22,0.24,+8.49
SHW,2006-10-19,0.42,0.43,+2.2
SHW,2006-07-20,0.42,0.44,+6.03
SHW,2006-04-20,0.25,0.27,+9.98
SHW,2006-01-26,0.18,0.18,+1.04
SHW,2005-10-25,0.37,0.36,-2.43
SHW,2005-07-21,0.34,0.36,+4.86
SHW,2005-04-21,0.18,0.19,+5.21
SHW,2005-02-03,0.19,0.19,+2.24
SHW,2004-10-21,0.3,0.31,+1.38
SHW,2004-07-22,0.29,0.29,+1.46
SHW,2004-04-29,0.11,0.12,+2.95
SHW,2004-02-05,0.15,0.16,+7.38
SHW,2003-10-28,0.26,0.27,+4.86
SHW,2003-07-22,0.25,0.25,+0.67
SHW,2003-04-22,0.07,0.07,-0.6
SHW,2003-02-06,0.13,0.13,-3.11
SHW,2002-10-22,0.23,0.24,+3.99
SHW,2002-07-18,0.23,0.23,+2
SHW,2002-04-18,0.07,0.08,+9.53
SHW,2002-02-07,0.1,0.1,+0.77
SHW,2001-10-18,0.2,0.19,-3.57
SHW,2001-07-25,0.19,0.19,-
SHW,2001-04-23,0.07,0.08,+2.55
SHW,2001-02-08,0.09,0.1,+2.02
SHW,2000-10-18,0.24,0.22,-10
SLB,2025-07-17,-,-,-
SLB,2025-04-17,-,-,-
SLB,2025-01-17,-,-,-
SLB,2024-10-18,0.88,-,-
SLB,2024-07-19,0.83,0.85,+2.91
SLB,2024-04-19,0.75,0.75,+0.4
SLB,2024-01-19,0.84,0.86,+2.87
SLB,2023-10-20,0.77,0.78,+1.83
SLB,2023-07-21,0.71,0.72,+1.84
SLB,2023-04-21,0.6,0.63,+4.65
SLB,2023-01-20,0.68,0.71,+4.13
SLB,2022-10-21,0.55,0.63,+14.26
SLB,2022-07-22,0.4,0.5,+25.1
SLB,2022-04-22,0.33,0.34,+4.54
SLB,2022-01-21,0.39,0.41,+5.39
SLB,2021-10-22,0.36,0.36,+1.16
SLB,2021-07-23,0.26,0.3,+15.77
SLB,2021-04-23,0.19,0.21,+12.82
SLB,2021-01-22,0.17,0.22,+26.71
SLB,2020-10-16,0.13,0.16,+27.68
SLB,2020-07-24,-0.01,0.05,+495.88
SLB,2020-04-17,0.24,0.25,+2.27
SLB,2020-01-17,0.37,0.39,+6.41
SLB,2019-10-18,0.4,0.43,+6.71
SLB,2019-07-19,0.35,0.35,+0.68
SLB,2019-04-18,0.3,0.3,-0.47
SLB,2019-01-18,0.36,0.36,+1.23
SLB,2018-10-19,0.45,0.46,+1.4
SLB,2018-07-20,0.43,0.43,+0.88
SLB,2018-04-20,0.37,0.38,+3.38
SLB,2018-01-19,0.44,0.48,+8.16
SLB,2017-10-20,0.42,0.42,+0.74
SLB,2017-07-21,0.3,0.35,+17.53
SLB,2017-04-21,0.25,0.25,+1.33
SLB,2017-01-20,0.27,0.27,+1.02
SLB,2016-10-20,0.22,0.25,+12.98
SLB,2016-07-21,0.21,0.23,+9.12
SLB,2016-04-21,0.39,0.4,+3.35
SLB,2016-01-21,0.63,0.65,+3.76
SLB,2015-10-15,0.77,0.78,+1.75
SLB,2015-07-16,0.79,0.88,+11.35
SLB,2015-04-16,0.89,1.06,+19.11
SLB,2015-01-15,1.45,1.5,+3.6
SLB,2014-10-16,1.46,1.49,+2.27
SLB,2014-07-17,1.36,1.37,+1.08
SLB,2014-04-17,1.2,1.21,+0.75
SLB,2014-01-17,1.32,1.35,+2.13
SLB,2013-10-18,1.24,1.29,+3.9
SLB,2013-07-19,1.1,1.15,+4.31
SLB,2013-04-19,0.99,1.01,+2.53
SLB,2013-01-18,1.07,1.08,+0.73
SLB,2012-10-19,1.06,1.08,+2.03
SLB,2012-07-20,1,1.05,+5.22
SLB,2012-04-20,0.97,0.98,+1.31
SLB,2012-01-20,1.08,1.11,+2.32
SLB,2011-10-21,1.01,0.98,-2.58
SLB,2011-07-22,0.85,0.87,+2.49
SLB,2011-04-21,0.76,0.71,-6.41
SLB,2011-01-21,0.77,0.85,+9.73
SLB,2010-10-22,0.69,0.7,+0.94
SLB,2010-07-23,0.68,0.68,-0.1
SLB,2010-04-23,0.61,0.62,+0.92
SLB,2010-01-22,0.64,0.67,+4.63
SLB,2009-10-23,0.63,0.65,+3.49
SLB,2009-07-24,0.63,0.68,+7.8
SLB,2009-04-24,0.73,0.78,+6.38
SLB,2009-01-23,1.05,1.03,-1.53
SLB,2008-10-17,1.25,1.25,+0.3
SLB,2008-07-18,1.12,1.16,+3.41
SLB,2008-04-18,1.11,1.06,-4.64
SLB,2008-01-18,1.13,1.11,-1.67
SLB,2007-10-19,1.07,1.09,+2.33
SLB,2007-07-20,0.95,1.02,+6.95
SLB,2007-04-20,0.91,0.96,+5.97
SLB,2007-01-19,0.85,0.92,+8.7
SLB,2006-10-20,0.77,0.81,+4.98
SLB,2006-07-21,0.63,0.73,+15.19
SLB,2006-04-21,0.55,0.59,+8.21
SLB,2006-01-20,0.48,0.53,+8.92
SLB,2005-10-21,0.43,0.43,-0.05
SLB,2005-07-22,0.34,0.39,+16.34
SLB,2005-04-26,0.31,0.33,+5.69
SLB,2005-01-25,0.28,0.3,+4.98
SLB,2004-10-22,0.27,0.26,-2.26
SLB,2004-07-23,0.24,0.24,-1.2
SLB,2004-04-23,0.23,0.24,+0.63
SLB,2004-01-23,0.22,0.25,+16.18
SLB,2003-10-21,0.2,0.21,+3.7
SLB,2003-07-22,0.16,0.19,+20.63
SLB,2003-04-22,0.12,0.13,+8.14
SLB,2003-01-21,0.16,0.13,-19.8
SLB,2002-10-16,0.16,0.15,-5.51
SLB,2002-07-17,0.16,0.17,+9
SLB,2002-04-17,0.18,0.18,-1.51
SLB,2002-01-22,0.16,0.16,-2.18
SLB,2001-10-23,0.18,0.26,+41.21
SLB,2001-07-26,0.2,0.16,-18.19
SLB,2001-04-18,0.22,0.23,+2.86
SLB,2001-01-18,0.2,0.21,+0.85
SLB,2000-10-17,0.17,0.18,+3.99
SMCI,2025-08-04,-,-,-
SMCI,2025-04-28,-,-,-
SMCI,2025-01-27,-,-,-
SMCI,2024-10-30,0.75,-,-
SMCI,2024-08-06,8.07,6.25,-22.54
SMCI,2024-04-30,5.78,6.65,+14.99
SMCI,2024-01-29,4.93,5.59,+13.28
SMCI,2023-11-01,3.06,3.43,+12.23
SMCI,2023-08-08,2.96,3.51,+18.66
SMCI,2023-05-02,1.71,1.63,-4.57
SMCI,2023-01-31,3.03,3.26,+7.71
SMCI,2022-11-01,2.54,3.42,+34.54
SMCI,2022-08-09,1.96,2.62,+33.5
SMCI,2022-05-03,1.12,1.55,+38.7
SMCI,2022-02-01,0.78,0.88,+13.18
SMCI,2021-11-02,0.38,0.58,+54.67
SMCI,2021-08-10,0.78,0.81,+3.85
SMCI,2021-05-04,0.47,0.5,+6.95
SMCI,2021-02-02,0.44,0.63,+44
SMCI,2020-11-03,0.16,0.55,+236.74
SMCI,2020-08-11,0.54,0.68,+25.93
SMCI,2020-05-07,0.08,0.84,+950
SMCI,2020-02-06,0.68,0.57,-16.18
SMCI,2019-12-20,0.63,0.59,-6.35
SMCI,2019-12-19,0.59,0.53,-10.17
SMCI,2017-08-03,0.36,0.39,+7.73
SMCI,2017-04-27,0.38,0.38,-1.12
SMCI,2017-01-26,0.46,0.48,+4.67
SMCI,2016-10-27,0.19,0.32,+67.16
SMCI,2016-08-04,0.21,0.2,-3.45
SMCI,2016-04-28,0.34,0.36,+4.56
SMCI,2016-01-28,0.66,0.73,+10.85
SMCI,2015-10-22,0.46,0.45,-1.56
SMCI,2015-08-04,0.56,0.57,+1.27
SMCI,2015-04-21,0.49,0.47,-4.86
SMCI,2015-01-20,0.47,0.65,+39.28
SMCI,2014-10-21,0.38,0.46,+21.05
SMCI,2014-08-05,0.39,0.4,+1.7
SMCI,2014-04-22,0.27,0.37,+35.37
SMCI,2014-01-21,0.26,0.35,+32.91
SMCI,2013-10-22,0.22,0.22,+2.33
SMCI,2013-08-06,0.21,0.26,+25.8
SMCI,2013-04-23,0.2,0.23,+15
SMCI,2013-01-22,0.14,0.18,+28.57
SMCI,2012-10-23,0.11,0.07,-33.33
SMCI,2012-08-07,0.19,0.18,-2.7
SMCI,2012-04-24,0.22,0.19,-15.18
SMCI,2012-01-24,0.25,0.25,-
SMCI,2011-10-25,0.24,0.24,-0.83
SMCI,2011-08-02,0.29,0.29,+1.4
SMCI,2011-04-26,0.28,0.28,+1.82
SMCI,2011-01-25,0.26,0.31,+20.78
SMCI,2010-10-26,0.22,0.22,-1.49
SMCI,2010-08-03,0.22,0.21,-3.45
SMCI,2010-04-27,0.21,0.21,+2.44
SMCI,2010-01-26,0.17,0.22,+32
SMCI,2009-10-27,0.09,0.15,+73.07
SMCI,2009-08-05,0.06,0.06,+5.88
SMCI,2009-04-29,0.08,0.03,-62.96
SMCI,2009-01-28,0.14,0.14,-
SMCI,2008-10-29,0.15,0.18,+17.39
SMCI,2008-08-06,0.15,0.18,+20
SMCI,2008-04-29,0.14,0.13,-7.14
SMCI,2008-01-30,0.18,0.2,+11.11
SMCI,2007-10-31,0.15,0.15,-
SMCI,2007-08-07,0.12,0.14,+16.67
SNOW,2025-08-19,-,-,-
SNOW,2025-05-20,-,-,-
SNOW,2025-02-26,-,-,-
SNOW,2024-11-27,0.15,-,-
SNOW,2024-08-21,0.16,0.18,+13.92
SNOW,2024-05-22,0.18,0.14,-23.08
SNOW,2024-02-28,0.18,0.35,+98.59
SNOW,2023-11-29,0.16,0.25,+53.24
SNOW,2023-08-23,0.1,0.22,+115.88
SNOW,2023-05-24,0.05,0.15,+186.64
SNOW,2023-03-01,0.04,0.14,+227.18
SNOW,2022-11-30,0.04,0.11,+168.49
SNOW,2022-08-24,-0.01,-0.08,-474.3
SNOW,2022-05-25,0.01,0.08,+947.12
SNOW,2022-03-02,0.03,0.12,+366.74
SNOW,2021-12-01,-0.06,0.04,+170.66
SNOW,2021-08-25,-0.15,-0.04,+73.02
SNOW,2021-05-26,-0.16,-0.11,+29.82
SNOW,2021-03-03,-0.17,-0.16,+5.35
SNOW,2020-12-02,-0.26,-0.28,-7.36
SNOW,2020-09-16,-,-,-
SNPS,2025-08-19,-,-,-
SNPS,2025-05-20,-,-,-
SNPS,2025-02-19,-,-,-
SNPS,2024-11-27,3.3,-,-
SNPS,2024-08-21,3.28,3.43,+4.64
SNPS,2024-05-22,2.95,3,+1.59
SNPS,2024-02-21,3.43,3.56,+3.79
SNPS,2023-11-29,3.04,3.17,+4.35
SNPS,2023-08-16,2.74,2.88,+5.21
SNPS,2023-05-17,2.46,2.54,+3.38
SNPS,2023-02-15,2.5,2.62,+4.6
SNPS,2022-11-30,1.85,1.91,+3.52
SNPS,2022-08-17,1.99,2.1,+5.63
SNPS,2022-05-18,2.37,2.5,+5.5
SNPS,2022-02-16,2.37,2.4,+1.09
SNPS,2021-12-01,1.78,1.82,+2.09
SNPS,2021-08-18,1.78,1.81,+1.79
SNPS,2021-05-19,1.52,1.7,+11.49
SNPS,2021-02-17,1.47,1.52,+3.14
SNPS,2020-12-02,1.58,1.58,+0.3
SNPS,2020-08-19,1.35,1.74,+29.36
SNPS,2020-05-20,0.99,1.22,+23.66
SNPS,2020-02-19,0.92,1.01,+9.73
SNPS,2019-12-04,1.13,1.15,+2.13
SNPS,2019-08-21,1.1,1.18,+7.58
SNPS,2019-05-22,1.09,1.16,+5.98
SNPS,2019-02-20,0.97,1.08,+11.82
SNPS,2018-12-05,0.78,0.78,+0.4
SNPS,2018-08-22,0.92,0.95,+3.78
SNPS,2018-05-23,1.08,1.08,-0.13
SNPS,2018-02-21,1,1.1,+10.37
SNPS,2017-11-29,0.57,0.69,+20.52
SNPS,2017-08-16,0.92,0.92,-
SNPS,2017-05-17,0.86,0.88,+2.62
SNPS,2017-02-15,0.78,0.94,+20.13
SNPS,2016-11-30,0.77,0.77,+0.33
SNPS,2016-08-17,0.74,0.76,+3.05
SNPS,2016-05-18,0.79,0.81,+2.72
SNPS,2016-02-17,0.62,0.68,+10.57
SNPS,2015-12-02,0.66,0.67,+2.2
SNPS,2015-08-19,0.59,0.63,+6.26
SNPS,2015-05-20,0.63,0.68,+7.94
SNPS,2015-02-18,0.62,0.8,+28.15
SNPS,2014-12-03,0.61,0.64,+5.79
SNPS,2014-08-20,0.6,0.65,+7.66
SNPS,2014-05-21,0.59,0.65,+9.43
SNPS,2014-02-19,0.52,0.59,+13.77
SNPS,2013-12-04,0.55,0.56,+1.36
SNPS,2013-08-21,0.54,0.55,+1.85
SNPS,2013-05-22,0.63,0.66,+4.48
SNPS,2013-02-20,0.55,0.67,+21.82
SNPS,2012-12-05,0.47,0.47,-0.35
SNPS,2012-08-22,0.5,0.55,+10
SNPS,2012-05-23,0.55,0.53,-3.13
SNPS,2012-02-22,0.52,0.56,+7.69
SNPS,2011-11-30,0.45,0.45,-
SNPS,2011-08-17,0.43,0.46,+7.69
SNPS,2011-05-18,0.45,0.45,+0.37
SNPS,2011-02-16,0.4,0.44,+10
SNPS,2010-12-01,0.39,0.39,+1.04
SNPS,2010-08-18,0.38,0.39,+3.31
SNPS,2010-05-19,0.39,0.41,+4.68
SNPS,2010-02-17,0.39,0.41,+5.9
SNPS,2009-12-02,0.32,0.33,+4.05
SNPS,2009-08-19,0.41,0.47,+15.76
SNPS,2009-05-20,0.4,0.45,+12.03
SNPS,2009-02-18,0.41,0.5,+22.95
SNPS,2008-12-03,0.38,0.43,+13.91
SNPS,2008-08-20,0.39,0.44,+12.46
SNPS,2008-05-21,0.38,0.41,+7.19
SNPS,2008-02-20,0.38,0.44,+16.47
SNPS,2007-12-06,0.36,0.4,+10.8
SNPS,2007-08-22,0.3,0.32,+5.39
SNPS,2007-05-23,0.28,0.35,+23.79
SNPS,2007-02-21,0.27,0.3,+10.37
SNPS,2006-11-29,0.19,0.21,+11.11
SNPS,2006-08-16,0.19,0.21,+13.51
SNPS,2006-05-17,0.15,0.17,+10.87
SNPS,2006-02-15,0.14,0.18,+24.62
SNPS,2005-11-30,0.1,0.1,-1.1
SNPS,2005-08-17,0.08,0.1,+21.62
SNPS,2005-05-18,0.09,0.09,+5.88
SNPS,2005-02-16,0.06,0.1,+66.67
SNPS,2004-12-01,0.03,0.01,-71.11
SNPS,2004-08-18,0.32,0.33,+3.13
SNPS,2004-05-19,0.33,0.35,+6.35
SNPS,2004-02-23,0.31,0.33,+7.08
SNPS,2003-12-03,0.42,0.44,+5.81
SNPS,2003-08-20,0.4,0.41,+2.5
SNPS,2003-05-21,0.35,0.4,+14.61
SNPS,2003-02-19,0.32,0.34,+5.87
SNPS,2002-12-04,0.47,0.48,+3.13
SNPS,2002-08-21,0.26,0.27,+3.75
SNPS,2002-06-04,0.18,0.2,+7.65
SNPS,2002-02-20,0.13,0.14,+5.88
SNPS,2001-12-03,0.18,0.2,+9.69
SNPS,2001-08-22,0.15,0.14,-3.82
SNPS,2001-05-23,0.1,0.12,+20
SNPS,2001-01-26,-0.22,-,-
SNPS,2000-12-15,-0.16,-,-
SPOT,2024-11-12,1.9,-,-
SPOT,2024-07-23,1.06,1.33,+25.93
SPOT,2024-04-23,0.65,0.97,+48.76
SPOT,2024-02-06,-0.21,0.37,+276.65
SPOT,2023-10-24,-0.22,0.33,+251.34
SPOT,2023-07-25,-0.63,-1.55,-145.42
SPOT,2023-04-25,-0.85,-1.16,-36.87
SPOT,2023-01-31,-1.27,-1.4,-9.92
SPOT,2022-10-25,-0.84,-0.99,-18.5
SPOT,2022-07-27,-0.63,-0.85,-33.9
SPOT,2022-04-27,-0.24,0.21,+187.87
SPOT,2022-02-02,-0.42,-0.21,+50.59
SPOT,2021-10-27,-0.18,-0.41,-129.6
SPOT,2021-07-28,-0.37,-0.19,+48.94
SPOT,2021-04-28,-0.39,-0.25,+36.28
SPOT,2021-02-03,-0.55,-0.66,-19.28
SPOT,2020-10-29,-0.56,-0.58,-3.53
SPOT,2020-07-29,-0.45,-1.91,-322.81
SPOT,2020-04-29,-0.49,-0.2,+59.3
SPOT,2020-02-05,-0.22,-1.14,-408.04
SPOT,2019-10-28,-0.28,0.36,+228.01
SPOT,2019-07-31,-0.32,-0.42,-32.85
SPOT,2019-04-29,-0.35,-0.79,-125.19
SPOT,2019-02-06,-0.18,2.32,+1357.73
SPOT,2018-11-01,-0.36,0.23,+163.5
SPOT,2018-07-26,-0.68,-2.2,-223.94
SPOT,2018-05-02,-0.37,-1.01,-174.21
SPOT,2018-03-20,-,-3.87,-
SPOT,2018-02-28,-,-0.87,-
SRPT,2025-08-05,-,-,-
SRPT,2025-04-29,-,-,-
SRPT,2025-02-26,-,-,-
SRPT,2024-10-30,-0.14,-,-
SRPT,2024-08-07,0.01,0.07,+1201.12
SRPT,2024-05-01,-0.07,0.37,+625.72
SRPT,2024-02-28,0.01,0.47,+3084.28
SRPT,2023-11-01,-1.23,-0.46,+62.63
SRPT,2023-08-02,-1.78,-0.27,+84.81
SRPT,2023-05-02,-1.38,-5.86,-323.65
SRPT,2023-02-28,-1.35,-1.24,+7.99
SRPT,2022-11-02,-1.43,-2.94,-105.26
SRPT,2022-08-02,-1.18,-2.65,-124.89
SRPT,2022-05-04,-1.27,-1.2,+5.58
SRPT,2022-03-01,-1.13,-1.42,-25.58
SRPT,2021-11-03,-1.89,-0.19,+89.97
