symbol,earnings_date,eps_estimate,reported_eps,surprise
COST,2019-05-30,1.82,1.89,+3.76
COST,2019-03-07,1.69,2.01,+18.66
COST,2018-12-13,1.62,1.61,-0.79
COST,2018-10-04,2.36,2.36,+0.01
COST,2018-05-31,1.69,1.7,+0.8
COST,2018-03-07,1.47,1.42,-3.27
COST,2017-12-14,1.34,1.36,+1.26
COST,2017-10-05,2.02,2.08,+3.12
COST,2017-05-25,1.31,1.4,+6.65
COST,2017-03-02,1.36,1.17,-13.81
COST,2016-12-07,1.19,1.17,-1.75
COST,2016-09-29,1.73,1.77,+2.55
COST,2016-05-25,1.22,1.24,+1.74
COST,2016-03-02,1.28,1.24,-3.19
COST,2015-12-08,1.17,1.09,-6.69
COST,2015-09-29,1.66,1.73,+4.23
COST,2015-05-27,1.15,1.17,+1.32
COST,2015-03-05,1.18,1.25,+6.04
COST,2014-12-10,1.09,1.12,+2.68
COST,2014-10-08,1.52,1.58,+3.82
COST,2014-03-06,1.17,1.05,-9.87
COST,2013-12-11,1.02,0.96,-6.25
COST,2013-10-09,1.46,1.4,-4.25
COST,2013-05-30,1.03,1.04,+1.42
COST,2013-03-12,1.06,1.1,+3.9
COST,2012-12-12,0.93,0.95,+1.98
COST,2012-10-10,1.31,1.39,+6.41
COST,2012-05-24,0.87,0.88,+1.2
COST,2012-02-29,0.87,0.9,+3.15
COST,2011-12-08,0.8,0.8,+0.42
COST,2011-10-05,1.1,1.08,-1.62
COST,2011-05-25,0.77,0.73,-5.05
COST,2011-03-02,0.79,0.79,+0.59
COST,2010-12-08,0.69,0.71,+2.54
COST,2010-10-06,0.95,0.97,+1.81
COST,2010-05-27,0.66,0.66,-0.38
COST,2010-03-03,0.72,0.7,-2.59
COST,2009-12-10,0.6,0.6,+0.56
COST,2009-10-07,0.77,0.85,+10.51
COST,2009-05-28,0.53,0.52,-2.47
COST,2009-03-04,0.59,0.55,-7.33
COST,2008-12-11,0.62,0.65,+5.56
COST,2008-10-08,0.93,0.92,-0.59
COST,2008-05-29,0.65,0.67,+2.41
COST,2008-03-05,0.74,0.74,+0.39
COST,2007-12-13,0.59,0.59,+0.08
COST,2007-10-10,0.83,0.91,+9.78
COST,2007-05-31,0.56,0.56,+0.45
COST,2007-03-08,0.66,0.66,+0.28
COST,2006-12-14,0.5,0.51,+1.29
COST,2006-10-12,0.73,0.75,+2.94
COST,2006-05-31,0.5,0.49,-2.36
COST,2006-03-02,0.6,0.62,+2.8
COST,2005-12-08,0.45,0.45,+0.65
COST,2005-09-01,0.65,0.66,+1.46
COST,2005-05-26,0.42,0.43,+1.7
COST,2005-03-02,0.55,0.54,-1.13
COST,2004-12-09,0.4,0.4,-1.19
COST,2004-10-07,0.58,0.62,+7.38
COST,2004-06-17,0.38,0.42,+11.66
COST,2004-03-03,0.47,0.48,+2.83
COST,2003-12-09,0.31,0.34,+8.87
COST,2003-10-08,0.47,0.51,+9.03
COST,2003-05-28,0.31,0.33,+5.71
COST,2003-03-05,0.43,0.39,-8.63
COST,2002-12-12,0.31,0.31,+1.28
COST,2002-10-10,0.49,0.52,+5.75
COST,2002-05-30,0.27,0.28,+1.99
COST,2002-03-05,0.41,0.41,-
COST,2001-12-13,0.28,0.28,-1.69
COST,2001-10-11,0.4,0.41,+1.76
COST,2001-05-31,0.23,0.23,-0.19
COST,2001-03-08,0.38,0.38,-1.24
CRH,2025-02-26,-,-,-
CRH,2024-11-07,2.12,-,-
CRH,2024-08-08,1.81,1.85,+2.16
CRH,2024-05-10,-0.06,0.16,+366.67
CRH,2024-02-29,-,-,-
CRH,2023-11-21,-,-,-
CRH,1995-03-08,0.27,0.28,+1.47
CRM,2025-08-26,-,-,-
CRM,2025-05-27,-,-,-
CRM,2025-02-26,-,-,-
CRM,2024-11-27,2.44,-,-
CRM,2024-08-28,2.36,2.56,+8.59
CRM,2024-05-29,2.38,2.44,+2.72
CRM,2024-02-28,2.26,2.29,+1.15
CRM,2023-11-29,2.06,2.11,+2.39
CRM,2023-08-30,1.9,2.12,+11.81
CRM,2023-05-31,1.61,1.69,+5
CRM,2023-03-01,1.36,1.68,+23.21
CRM,2022-11-30,1.21,1.4,+15.23
CRM,2022-08-24,1.02,1.19,+16.53
CRM,2022-05-31,0.94,0.98,+4.67
CRM,2022-03-01,0.74,0.84,+13.7
CRM,2021-11-30,0.92,1.27,+38
CRM,2021-08-25,0.92,1.48,+61.32
CRM,2021-05-27,0.88,1.21,+36.74
CRM,2021-02-25,0.75,1.04,+39.05
CRM,2020-12-01,0.75,1.74,+132.93
CRM,2020-08-25,0.67,1.44,+116.12
CRM,2020-05-28,0.69,0.7,+1
CRM,2020-02-25,0.56,0.66,+18.91
CRM,2019-12-03,0.66,0.75,+14.19
CRM,2019-08-22,0.47,0.66,+40.94
CRM,2019-06-04,0.61,0.93,+52.72
CRM,2019-03-04,0.55,0.7,+26.45
CRM,2018-11-27,0.5,0.61,+21.98
CRM,2018-08-29,0.47,0.53,+12.24
CRM,2018-05-29,0.46,0.74,+61.77
CRM,2018-02-28,0.33,0.35,+4.49
CRM,2017-11-21,0.37,0.39,+6.53
CRM,2017-08-22,0.32,0.33,+4.57
CRM,2017-05-18,0.26,0.28,+8.2
CRM,2017-02-28,0.25,0.28,+12.75
CRM,2016-11-17,0.21,0.24,+12.99
CRM,2016-08-31,0.22,0.24,+9.32
CRM,2016-05-18,0.23,0.24,+2.95
CRM,2016-02-24,0.19,0.19,-0.33
CRM,2015-11-18,0.19,0.21,+12.34
CRM,2015-08-20,0.17,0.19,+8.71
CRM,2015-05-20,0.14,0.16,+15.74
CRM,2015-02-25,0.14,0.14,+2.74
CRM,2014-11-19,0.13,0.14,+9.09
CRM,2014-08-21,0.12,0.13,+9.13
CRM,2014-05-20,0.1,0.11,+12.37
CRM,2014-02-27,0.06,0.07,+15.44
CRM,2013-11-18,0.09,0.09,+3.65
CRM,2013-08-29,0.07,0.09,+31.1
CRM,2013-05-23,0.1,0.1,-3.45
CRM,2013-02-28,0.1,0.13,+28.4
CRM,2012-11-20,0.08,0.08,+3.18
CRM,2012-08-23,0.1,0.11,+8.44
CRM,2012-05-17,0.09,0.09,+8.3
CRM,2012-02-23,0.1,0.11,+7.42
CRM,2011-11-17,0.08,0.09,+9.99
CRM,2011-08-18,0.07,0.08,+1
CRM,2011-05-19,0.07,0.07,+2.56
CRM,2011-02-24,0.06,0.08,+20.14
CRM,2010-11-18,0.08,0.08,+3.41
CRM,2010-08-19,0.07,0.07,+6.3
CRM,2010-05-20,0.08,0.08,-0.83
CRM,2010-02-24,0.04,0.04,+6.89
CRM,2009-11-17,0.04,0.04,-0.2
CRM,2009-08-20,0.04,0.04,+14.43
CRM,2009-05-21,0.03,0.04,+37.87
CRM,2009-02-25,0.02,0.03,+58.59
CRM,2008-11-20,0.02,0.02,+16.01
CRM,2008-08-20,0.02,0.02,-1.57
CRM,2008-05-21,0.02,0.02,+20.92
CRM,2008-02-27,0.01,0.02,+37.99
CRM,2007-11-15,0.01,0.01,+96.54
CRM,2007-08-15,-,0.01,+169.78
CRM,2007-05-16,0.02,0.01,-47.26
CRM,2007-02-21,0.02,0.02,+1.74
CRM,2006-11-15,0.01,0.02,+10.29
CRM,2006-08-16,0.01,0.02,+43.54
CRM,2006-05-17,0.01,0.01,+7.3
CRM,2006-02-22,0.01,0.01,+0.74
CRM,2005-11-16,0.01,0.01,+27.29
CRM,2005-08-17,0.01,0.01,+3.84
CRM,2005-05-18,0.01,0.01,+56.49
CRM,2005-02-17,-,0.01,+55.28
CRM,2004-11-17,-,-,+61.02
CRM,2004-08-19,-,-,+66.67
CRWD,2025-08-26,-,-,-
CRWD,2025-06-02,-,-,-
CRWD,2025-03-03,-,-,-
CRWD,2024-11-26,0.81,-,-
CRWD,2024-08-28,0.97,1.04,+7.15
CRWD,2024-06-04,0.89,0.93,+4.03
CRWD,2024-03-05,0.82,0.95,+15.48
CRWD,2023-11-28,0.74,0.82,+10.54
CRWD,2023-08-30,0.56,0.74,+32.71
CRWD,2023-05-31,0.51,0.57,+12.69
CRWD,2023-03-07,0.43,0.47,+9.39
CRWD,2022-11-29,0.31,0.4,+28.04
CRWD,2022-08-30,0.28,0.36,+30.87
CRWD,2022-06-02,0.23,0.31,+34.6
CRWD,2022-03-09,0.2,0.3,+48.4
CRWD,2021-12-01,0.1,0.17,+73.86
CRWD,2021-08-31,0.09,0.11,+27.77
CRWD,2021-06-03,0.06,0.1,+80.12
CRWD,2021-03-16,0.08,0.13,+58.34
CRWD,2020-12-02,-,0.08,+5655.56
CRWD,2020-09-02,-0.01,0.03,+501.07
CRWD,2020-06-02,-0.06,0.02,+132.68
CRWD,2020-03-19,-0.08,-0.02,+76.3
CRWD,2019-12-05,-0.12,-0.07,+41.3
CRWD,2019-09-05,-0.23,-0.18,+20.75
CRWD,2019-07-18,-0.47,-0.47,+0.94
CRWD,2019-06-14,-,-,-
CSCO,2025-08-12,-,-,-
CSCO,2025-05-13,-,-,-
CSCO,2025-02-12,-,-,-
CSCO,2024-11-13,0.87,-,-
CSCO,2024-08-14,0.85,0.87,+2.59
CSCO,2024-05-15,0.82,0.88,+6.74
CSCO,2024-02-14,0.84,0.87,+3.92
CSCO,2023-11-15,1.03,1.11,+7.68
CSCO,2023-08-16,1.06,1.14,+7.66
CSCO,2023-05-17,0.97,1,+2.87
CSCO,2023-02-15,0.86,0.88,+2.91
CSCO,2022-11-16,0.84,0.86,+2.81
CSCO,2022-08-17,0.82,0.83,+1.7
CSCO,2022-05-18,0.86,0.87,+0.86
CSCO,2022-02-16,0.81,0.84,+3.92
CSCO,2021-11-17,0.8,0.82,+1.97
CSCO,2021-08-18,0.82,0.84,+1.82
CSCO,2021-05-19,0.82,0.83,+1.22
CSCO,2021-02-08,0.76,0.79,+4.48
CSCO,2020-11-12,0.7,0.76,+7.91
CSCO,2020-08-12,0.74,0.8,+8.46
CSCO,2020-05-13,0.69,0.79,+14.23
CSCO,2020-02-12,0.76,0.77,+1.49
CSCO,2019-11-13,0.81,0.84,+4.05
CSCO,2019-08-14,0.82,0.83,+1.76
CSCO,2019-05-15,0.77,0.78,+0.73
CSCO,2019-02-13,0.72,0.73,+1.09
CSCO,2018-11-14,0.72,0.75,+4.57
CSCO,2018-08-15,0.69,0.7,+1.95
CSCO,2018-05-16,0.65,0.66,+1.31
CSCO,2018-02-14,0.59,0.63,+6.64
CSCO,2017-11-15,0.6,0.61,+1.65
CSCO,2017-08-16,0.61,0.61,+0.64
CSCO,2017-05-17,0.58,0.6,+3.79
CSCO,2017-02-15,0.56,0.57,+1.49
CSCO,2016-11-16,0.59,0.61,+3.04
CSCO,2016-08-17,0.6,0.63,+5.02
CSCO,2016-05-18,0.55,0.57,+3.39
CSCO,2016-02-10,0.54,0.57,+5.97
CSCO,2015-11-12,0.56,0.59,+4.73
CSCO,2015-08-12,0.56,0.59,+4.8
CSCO,2015-05-13,0.53,0.54,+2.53
CSCO,2015-02-11,0.51,0.53,+3.08
CSCO,2014-11-12,0.52,0.54,+2.88
CSCO,2014-08-13,0.53,0.55,+4.22
CSCO,2014-05-14,0.48,0.51,+6.44
CSCO,2014-02-12,0.46,0.47,+2.56
CSCO,2013-11-13,0.51,0.53,+4.94
CSCO,2013-08-14,0.51,0.52,+1.49
CSCO,2013-05-15,0.49,0.51,+3.74
CSCO,2013-02-13,0.48,0.51,+6.43
CSCO,2012-11-13,0.46,0.48,+4.35
CSCO,2012-08-15,0.45,0.47,+3.38
CSCO,2012-05-09,0.47,0.48,+2.82
CSCO,2012-02-08,0.43,0.47,+8.27
CSCO,2011-11-09,0.39,0.43,+9.12
CSCO,2011-08-10,0.38,0.4,+4.76
CSCO,2011-05-11,0.37,0.42,+13.68
CSCO,2011-02-09,0.35,0.37,+6.44
CSCO,2010-11-10,0.4,0.42,+6
CSCO,2010-08-11,0.42,0.43,+3.2
CSCO,2010-05-12,0.39,0.42,+8.65
CSCO,2010-02-03,0.35,0.4,+13.98
CSCO,2009-11-04,0.31,0.36,+16.74
CSCO,2009-08-05,0.29,0.31,+8.71
CSCO,2009-05-06,0.24,0.3,+23.5
CSCO,2009-02-04,0.3,0.32,+8.24
CSCO,2008-11-05,0.39,0.42,+7.82
CSCO,2008-08-05,0.39,0.4,+2.59
CSCO,2008-05-06,0.36,0.38,+4.63
CSCO,2008-02-06,0.38,0.38,+0.57
CSCO,2007-11-07,0.36,0.4,+10.58
CSCO,2007-08-07,0.35,0.36,+2.22
CSCO,2007-05-08,0.33,0.34,+2.08
CSCO,2007-02-06,0.31,0.33,+5.54
CSCO,2006-11-08,0.29,0.31,+5.98
CSCO,2006-08-08,0.28,0.3,+6.06
CSCO,2006-05-09,0.26,0.29,+10.48
CSCO,2006-02-07,0.25,0.26,+5.4
CSCO,2005-11-09,0.24,0.25,+4.17
CSCO,2005-08-09,0.25,0.25,+1.91
CSCO,2005-05-10,0.22,0.23,+3.97
CSCO,2005-02-08,0.22,0.22,+0.48
CSCO,2004-11-09,0.21,0.21,+0.53
CSCO,2004-08-10,0.2,0.21,+4.74
CSCO,2004-05-11,0.18,0.19,+5.27
CSCO,2004-02-03,0.17,0.18,+3
CSCO,2003-11-05,0.15,0.17,+13.33
CSCO,2003-08-05,0.15,0.15,+0.82
CSCO,2003-05-06,0.14,0.15,+7.36
CSCO,2003-02-04,0.13,0.15,+13.45
CSCO,2002-11-06,0.13,0.14,+6.94
CSCO,2002-08-06,0.12,0.14,+20.18
CSCO,2002-05-07,0.09,0.11,+22.22
CSCO,2002-02-06,0.05,0.09,+71.69
CSCO,2001-11-05,0.02,0.04,+121.48
CSCO,2001-08-07,0.02,0.02,-14.68
CSCO,2001-05-08,0.01,0.03,+104.5
CSCO,2001-02-06,0.19,0.18,-4.98
CSCO,2000-11-06,0.17,0.18,+7.33
CVNA,2025-07-29,-,-,-
CVNA,2025-04-29,-,-,-
CVNA,2025-02-20,-,-,-
CVNA,2024-10-30,0.25,-,-
CVNA,2024-07-31,-0.07,0.14,+310.05
CVNA,2024-05-01,-0.74,0.23,+131.14
CVNA,2024-02-22,-0.89,-1,-12.6
CVNA,2023-11-02,-0.79,-0.46,+42.11
CVNA,2023-07-19,-1.15,-0.55,+52.23
CVNA,2023-05-04,-2,-1.51,+24.42
CVNA,2023-02-23,-2.27,0.39,+117.2
CVNA,2022-11-03,-1.94,-2.67,-37.35
CVNA,2022-08-04,-1.79,-2.35,-31.57
CVNA,2022-04-20,-1.46,-2.89,-97.82
CVNA,2022-02-24,-0.82,-1.02,-23.77
CVNA,2021-11-04,-0.28,-0.38,-35.88
CVNA,2021-08-05,-0.39,0.26,+166.51
CVNA,2021-05-06,-0.67,-0.46,+31.4
CVNA,2021-02-25,-0.47,-0.87,-85.64
CVNA,2020-10-29,-0.32,-0.25,+21.77
CVNA,2020-08-05,-0.83,-0.62,+25.39
CVNA,2020-05-06,-0.62,-1.18,-89.84
CVNA,2020-02-26,-0.63,-0.79,-25.55
CVNA,2019-11-06,-0.4,-0.56,-40.95
CVNA,2019-08-07,-0.42,-0.4,+3.95
CVNA,2019-05-08,-0.47,-0.53,-13.3
CVNA,2019-02-27,-0.49,-0.55,-13.2
CVNA,2018-11-07,-0.37,-0.4,-6.95
CVNA,2018-08-08,-0.35,-0.37,-7.02
CVNA,2018-05-09,-0.4,-0.4,-0.08
CVNA,2018-03-06,-0.34,-0.36,-6.41
CVNA,2017-11-07,-0.3,-0.29,+3.03
CVNA,2017-08-08,-0.3,-0.28,+7.35
CVNA,2017-06-07,-0.29,-0.28,+3.03
CVNA,2017-04-28,-,-,-
CVS,2025-08-05,-,-,-
CVS,2025-04-29,-,-,-
CVS,2025-02-05,-,-,-
CVS,2024-11-06,1.7,-,-
CVS,2024-08-07,1.73,1.83,+5.73
CVS,2024-05-01,1.69,1.31,-22.67
CVS,2024-02-07,1.99,2.12,+6.5
CVS,2023-11-01,2.13,2.21,+3.54
CVS,2023-08-02,2.11,2.21,+4.85
CVS,2023-05-03,2.09,2.2,+5.32
CVS,2023-02-08,1.92,1.99,+3.48
CVS,2022-11-02,1.99,2.09,+4.9
CVS,2022-08-03,2.17,2.4,+10.41
CVS,2022-05-04,2.15,2.22,+3.07
CVS,2022-02-09,1.93,1.98,+2.6
CVS,2021-11-03,1.78,1.97,+10.81
CVS,2021-08-04,2.06,2.42,+17.23
CVS,2021-05-04,1.72,2.04,+18.95
CVS,2021-02-16,1.24,1.3,+5.12
CVS,2020-11-06,1.33,1.66,+24.77
CVS,2020-08-05,1.93,2.64,+36.89
CVS,2020-05-06,1.63,1.91,+17.4
CVS,2020-02-12,1.68,1.73,+2.8
CVS,2019-11-06,1.77,1.84,+4.02
CVS,2019-08-07,1.69,1.89,+11.57
CVS,2019-05-01,1.5,1.62,+7.79
CVS,2019-02-20,2.05,2.14,+4.4
CVS,2018-11-06,1.71,1.73,+1.01
CVS,2018-08-08,1.61,1.69,+4.96
CVS,2018-05-02,1.41,1.48,+5.02
CVS,2018-02-08,1.89,1.92,+1.77
CVS,2017-11-06,1.48,1.5,+1.03
CVS,2017-08-08,1.31,1.33,+1.73
CVS,2017-05-02,1.1,1.17,+6.17
CVS,2017-02-09,1.67,1.71,+2.49
CVS,2016-11-08,1.57,1.59,+1.42
CVS,2016-08-02,1.3,1.32,+1.32
CVS,2016-05-03,1.16,1.18,+1.67
CVS,2016-02-09,1.53,1.53,-0.15
CVS,2015-10-30,1.29,1.28,-1.03
CVS,2015-08-04,1.2,1.22,+2.07
CVS,2015-05-01,1.08,1.14,+5.79
CVS,2015-02-10,1.2,1.21,+0.56
CVS,2014-11-04,1.13,1.15,+1.42
CVS,2014-08-05,1.1,1.13,+3
CVS,2014-05-02,1.04,1.02,-2.33
CVS,2014-02-11,1.11,1.12,+0.79
CVS,2013-11-05,1.02,1.05,+2.92
CVS,2013-08-06,0.96,0.97,+1.09
CVS,2013-05-01,0.79,0.83,+4.52
CVS,2013-02-06,1.1,1.14,+3.41
CVS,2012-11-06,0.84,0.85,+1.43
CVS,2012-08-07,0.8,0.81,+1.68
CVS,2012-05-02,0.63,0.65,+3.17
CVS,2012-02-08,0.89,0.89,-0.25
CVS,2011-11-03,0.68,0.7,+3.7
CVS,2011-08-04,0.64,0.65,+0.81
CVS,2011-05-05,0.55,0.57,+2.87
CVS,2011-02-03,0.79,0.8,+1.44
CVS,2010-11-03,0.65,0.65,+0.78
CVS,2010-07-28,0.68,0.65,-3.75
CVS,2010-05-04,0.58,0.6,+2.78
CVS,2010-02-08,0.78,0.79,+1.23
CVS,2009-11-05,0.64,0.65,+1.71
CVS,2009-08-04,0.64,0.65,+0.9
CVS,2009-05-05,0.54,0.55,+1.43
CVS,2009-02-19,0.69,0.7,+1.35
CVS,2008-10-30,0.6,0.6,-
CVS,2008-07-31,0.6,0.6,-0.1
CVS,2008-05-01,0.55,0.55,-0.1
CVS,2008-01-31,0.55,0.55,+0.19
CVS,2007-11-01,0.44,0.45,+2.14
CVS,2007-08-02,0.46,0.47,+2.96
CVS,2007-05-08,0.45,0.43,-5.23
CVS,2007-02-01,0.44,0.45,+3.34
CVS,2006-11-01,0.32,0.33,+3.99
CVS,2006-08-03,0.37,0.4,+7.22
CVS,2006-05-04,0.38,0.39,+3.62
CVS,2006-02-02,0.4,0.41,+1.78
CVS,2005-11-03,0.3,0.3,-0.21
CVS,2005-08-03,0.31,0.33,+5.93
CVS,2005-05-05,0.34,0.35,+2.07
CVS,2005-02-02,0.27,0.28,+2.49
CVS,2004-11-04,0.21,0.22,+6.57
CVS,2004-08-04,0.27,0.28,+4.19
CVS,2004-05-05,0.28,0.3,+6.05
CVS,2004-02-12,0.29,0.32,+10.23
CVS,2003-10-29,0.23,0.23,+0.24
CVS,2003-07-30,0.24,0.25,+2.46
CVS,2003-05-06,0.24,0.24,+0.39
CVS,2003-02-04,0.23,0.25,+5.18
CVS,2002-10-30,0.19,0.2,+1.07
CVS,2002-07-31,0.21,0.22,+1.18
CVS,2002-05-08,0.21,0.22,+0.55
CVS,2002-02-05,0.12,0.12,+0.26
CVS,2001-10-30,0.15,0.15,-0.66
CVS,2001-07-31,0.24,0.24,-
CVS,2001-05-02,0.27,0.27,+0.13
CVS,2001-02-06,0.26,0.26,-0.13
CVS,2000-10-30,0.18,0.18,+0.94
CVX,2025-07-31,-,-,-
CVX,2025-04-24,-,-,-
CVX,2025-01-31,-,-,-
CVX,2024-11-01,2.6,-,-
CVX,2024-08-02,2.93,2.55,-13
CVX,2024-04-26,2.87,2.93,+1.98
CVX,2024-02-02,3.21,3.45,+7.61
CVX,2023-10-27,3.75,3.05,-18.71
CVX,2023-07-23,2.97,3.08,+3.6
CVX,2023-04-28,3.41,3.55,+4.19
CVX,2023-01-27,4.38,4.09,-6.65
CVX,2022-10-28,4.81,5.56,+15.51
CVX,2022-07-29,5.1,5.82,+14.08
CVX,2022-04-29,3.27,3.36,+2.65
CVX,2022-01-28,3.12,2.56,-17.94
CVX,2021-10-29,2.21,2.96,+34.07
CVX,2021-07-30,1.59,1.71,+7.84
CVX,2021-04-30,0.9,0.9,-0.14
CVX,2021-01-29,0.07,-0.01,-113.96
CVX,2020-10-30,-0.26,0.11,+141.87
CVX,2020-07-31,-0.88,-1.59,-80.05
CVX,2020-05-01,0.68,1.29,+89.24
CVX,2020-01-31,1.45,1.49,+2.9
CVX,2019-11-01,1.45,1.55,+6.81
CVX,2019-08-02,1.8,1.77,-1.89
CVX,2019-04-26,1.3,1.39,+6.6
CVX,2019-02-01,1.87,1.95,+4.11
CVX,2018-11-02,2.06,2.11,+2.21
CVX,2018-07-27,2.09,1.78,-14.81
CVX,2018-04-27,1.48,1.9,+28.24
CVX,2018-02-02,1.22,0.72,-40.96
CVX,2017-10-27,0.98,0.85,-12.85
CVX,2017-07-28,0.86,0.91,+5.84
CVX,2017-04-28,0.85,1.23,+43.93
CVX,2017-01-27,0.64,0.21,-67.1
CVX,2016-10-28,0.37,0.49,+31.14
CVX,2016-07-29,0.32,0.35,+8.71
CVX,2016-04-29,-0.16,-0.11,+31.25
CVX,2016-01-29,0.47,0.26,-44.95
CVX,2015-10-30,0.76,1.09,+44.05
CVX,2015-07-31,1.16,0.97,-16.2
CVX,2015-05-01,0.79,0.76,-3.5
CVX,2015-01-30,1.63,1.85,+13.21
CVX,2014-10-31,2.55,2.95,+15.84
CVX,2014-08-01,2.66,2.98,+12.22
CVX,2014-05-02,2.51,2.36,-6.13
CVX,2014-01-31,2.57,2.57,-0.11
CVX,2013-11-01,2.71,2.57,-5.25
CVX,2013-08-02,2.96,2.77,-6.31
CVX,2013-04-26,3.08,3.18,+3.37
CVX,2013-02-01,3.03,3.27,+7.75
CVX,2012-11-02,2.83,2.57,-9.2
CVX,2012-07-27,3.24,3.56,+10.03
CVX,2012-04-27,3.26,3.17,-2.72
CVX,2012-01-27,2.84,2.58,-9.28
CVX,2011-10-28,3.48,3.92,+12.7
CVX,2011-07-29,3.56,3.85,+8
CVX,2011-04-29,3.01,3.09,+2.54
CVX,2011-01-28,2.41,2.44,+1.23
CVX,2010-10-29,2.15,1.87,-12.92
CVX,2010-07-30,2.44,2.7,+10.85
CVX,2010-04-30,1.94,2.36,+21.72
CVX,2010-01-29,1.7,1.53,-9.76
CVX,2009-10-30,1.47,1.72,+16.95
CVX,2009-07-31,0.95,0.87,-8.83
CVX,2009-05-01,0.81,0.72,-10.61
CVX,2009-01-30,1.81,2.13,+17.97
CVX,2008-10-31,3.25,3.85,+18.51
CVX,2008-08-01,3.03,2.9,-4.21
CVX,2008-05-02,2.41,2.48,+2.95
CVX,2008-02-01,2.26,2.25,-0.58
CVX,2007-11-02,2.07,1.97,-4.66
CVX,2007-07-27,2.3,2.27,-1.35
CVX,2007-04-27,1.67,1.86,+11.56
CVX,2007-02-02,1.73,1.74,+0.53
CVX,2006-10-27,2.03,2.29,+12.97
CVX,2006-07-28,2.21,2.1,-5.04
CVX,2006-04-28,1.78,1.8,+1.21
CVX,2006-01-27,1.89,1.86,-1.53
CVX,2005-10-28,1.91,1.64,-13.92
CVX,2005-07-29,1.69,1.76,+4.32
CVX,2005-04-29,1.38,1.28,-6.93
CVX,2005-01-28,1.4,1.56,+11.76
CVX,2004-10-29,1.37,1.28,-6.54
CVX,2004-07-30,1.36,1.53,+12.3
CVX,2004-04-30,1.01,1.23,+21.88
CVX,2004-01-30,0.8,0.78,-2.72
CVX,2003-10-31,0.81,0.92,+13.91
CVX,2003-08-01,0.76,0.81,+5.67
CVX,2003-05-02,0.91,1.01,+12.06
CVX,2003-01-31,0.64,0.5,-21.66
CVX,2002-10-31,0.65,0.59,-9.96
CVX,2002-07-30,0.69,0.58,-15.57
CVX,2002-04-25,0.35,0.44,+25.24
CVX,2002-01-29,0.45,0.24,-47.72
CVX,2001-10-25,0.73,0.93,+27.33
CVX,2001-07-24,1.03,1.08,+4.37
CVX,2001-04-25,1.09,1.25,+14.53
CVX,2001-01-24,1.1,1.2,+8.81
CVX,2000-10-24,0.72,1.26,+75.32
DDOG,2025-08-06,-,-,-
DDOG,2025-05-05,-,-,-
DDOG,2025-02-11,-,-,-
DDOG,2024-11-05,0.39,-,-
DDOG,2024-08-08,0.37,0.43,+16.96
DDOG,2024-05-07,0.35,0.44,+26.25
DDOG,2024-02-13,0.44,0.55,+25.83
DDOG,2023-11-07,0.34,0.45,+32.1
DDOG,2023-08-08,0.28,0.36,+26.96
DDOG,2023-05-04,0.24,0.28,+18.58
DDOG,2023-02-16,0.19,0.26,+35.73
DDOG,2022-11-03,0.16,0.23,+42.67
DDOG,2022-08-04,0.15,0.24,+57.55
DDOG,2022-05-05,0.12,0.24,+101.17
DDOG,2022-02-10,0.12,0.2,+73.34
DDOG,2021-11-04,0.06,0.13,+111.55
DDOG,2021-08-05,0.03,0.1,+201.66
DDOG,2021-05-06,0.03,0.06,+93.24
DDOG,2021-02-11,0.02,0.06,+241.1
DDOG,2020-11-10,0.01,0.05,+426.32
DDOG,2020-08-06,0.01,0.05,+564.01
DDOG,2020-05-11,-0.01,0.06,+500
DDOG,2020-02-13,-0.02,0.03,+254.4
DDOG,2019-11-12,-0.14,-,+100
DDOG,2019-10-14,-,-,-
DDOG,2019-07-30,-,-,-
DE,2025-08-13,-,-,-
DE,2025-05-14,-,-,-
DE,2025-02-13,-,-,-
DE,2024-11-20,3.91,-,-
DE,2024-08-15,5.63,6.29,+11.74
DE,2024-05-16,7.86,8.53,+8.48
DE,2024-02-15,5.21,6.23,+19.58
DE,2023-11-22,7.47,8.32,+11.39
DE,2023-08-18,8.2,10.2,+24.34
DE,2023-05-19,8.59,9.65,+12.39
DE,2023-02-17,5.57,6.55,+17.69
DE,2022-11-23,7.11,7.44,+4.67
DE,2022-08-19,6.69,6.16,-7.88
DE,2022-05-20,6.71,6.81,+1.54
DE,2022-02-18,2.26,2.92,+28.93
DE,2021-11-24,3.9,4.12,+5.67
DE,2021-08-20,4.58,5.25,+14.54
DE,2021-05-21,4.52,5.68,+25.71
DE,2021-02-19,2.16,3.87,+78.77
DE,2020-11-25,1.49,2.39,+60.34
DE,2020-08-21,1.26,2.57,+103.65
DE,2020-05-22,1.62,2.11,+30.23
DE,2020-02-21,1.25,1.63,+30.29
DE,2019-11-27,2.13,2.14,+0.42
DE,2019-08-16,2.85,2.71,-4.95
DE,2019-05-17,3.62,3.52,-2.64
DE,2019-02-15,1.76,1.54,-12.3
DE,2018-11-21,2.45,2.3,-6.05
DE,2018-08-17,2.75,2.59,-5.65
DE,2018-05-18,3.31,3.14,-5.25
DE,2018-02-16,1.2,1.31,+9.39
DE,2017-11-22,1.47,1.57,+6.85
DE,2017-08-18,1.95,1.97,+0.96
DE,2017-05-19,1.68,2.49,+48.53
DE,2017-02-17,0.55,0.61,+11.65
