symbol,earnings_date,eps_estimate,reported_eps,surprise,implied_volatility
MRK,2003-07-21,0.84,0.83,-0.85,no data available
MRK,2003-04-21,0.76,0.76,+0.63,no data available
MRK,2003-01-28,0.83,0.83,+0.25,no data available
MRK,2002-10-18,0.83,0.83,+0.42,no data available
MRK,2002-07-19,0.77,0.77,+0.62,no data available
MRK,2002-04-18,0.71,0.71,+0.35,no data available
MRK,2002-01-22,0.8,0.81,+0.77,no data available
MRK,2001-10-18,0.83,0.84,+0.62,no data available
MRK,2001-07-20,0.78,0.78,-0.43,no data available
MRK,2001-04-20,0.71,0.71,-0.49,no data available
MRK,2001-01-23,0.75,0.75,-0.42,no data available
MRK,2000-10-20,0.73,0.78,+7.08,no data available
MRVL,2025-08-27,-,-,-,no data available
MRVL,2025-05-28,-,-,-,no data available
MRVL,2025-03-05,-,-,-,no data available
MRVL,2024-11-28,0.41,-,-,no data available
MRVL,2024-08-29,0.3,0.3,+0.92,0.57629226
MRVL,2024-05-30,0.25,0.24,-3.32,0.53700285
MRVL,2024-03-07,0.46,0.46,-0.35,0.69717664
MRVL,2023-11-30,0.4,0.41,+2.21,0.46029723
MRVL,2023-08-24,0.32,0.33,+2.28,0.46082109
MRVL,2023-05-25,0.29,0.31,+5.77,0.60526324
MRVL,2023-03-02,0.47,0.46,-1.72,0.5644975
MRVL,2022-12-01,0.59,0.57,-2.85,0.56584683
MRVL,2022-08-25,0.56,0.57,+1.07,0.60275506
MRVL,2022-05-26,0.51,0.52,+1.36,0.76605613
MRVL,2022-03-03,0.48,0.5,+3.67,0.7412284
MRVL,2021-12-02,0.39,0.43,+11.56,0.51757245
MRVL,2021-08-26,0.31,0.34,+8.71,0.39202097
MRVL,2021-06-07,0.27,0.29,+7.07,0.40127581
MRVL,2021-03-03,0.29,0.29,-0.34,0.54320978
MRVL,2020-12-03,0.25,0.25,-0.63,0.51207987
MRVL,2020-08-27,0.2,0.21,+4.54,0.47606062
MRVL,2020-05-28,0.14,0.18,+28.35,0.48399787
MRVL,2020-03-04,0.16,0.17,+5.56,0.60321542
MRVL,2019-12-03,0.17,0.17,-2.5,0.40614928
MRVL,2019-08-29,0.15,0.16,+7.38,0.41873777
MRVL,2019-05-30,0.14,0.16,+11.2,0.43616798
MRVL,2019-03-07,0.25,0.25,-1.67,0.34288937
MRVL,2018-12-04,0.32,0.33,+3.15,0.46998068
MRVL,2018-09-06,0.35,0.28,-19,0.46752013
MRVL,2018-05-31,0.31,0.32,+2.13,0.423389
MRVL,2018-03-08,0.31,0.32,+2.89,0.44323213
MRVL,2017-11-28,0.33,0.34,+4.44,0.35344592
MRVL,2017-08-24,0.28,0.3,+6.93,0.40916544
MRVL,2017-05-25,0.21,0.24,+12.68,0.37097137
MRVL,2017-03-02,0.19,0.22,+15.53,0.36047832
MRVL,2016-11-17,0.12,0.2,+68.72,0.38408372
MRVL,2016-09-06,0.11,0.18,+58.46,0.33563472
MRVL,2016-07-27,0.07,0.01,-85.71,no data available
MRVL,2016-07-19,0.09,0.11,+18.22,no data available
MRVL,2015-12-07,0.13,0.05,-61.83,no data available
MRVL,2015-09-11,0.11,0.12,+10.12,no data available
MRVL,2015-05-21,0.1,0.13,+24.82,no data available
MRVL,2015-02-19,0.24,0.25,+3.62,no data available
MRVL,2014-11-20,0.29,0.29,-0.01,no data available
MRVL,2014-08-21,0.28,0.34,+20.93,no data available
MRVL,2014-05-22,0.22,0.27,+21.01,no data available
MRVL,2014-02-20,0.25,0.29,+14.37,no data available
MRVL,2013-11-21,0.25,0.32,+27.09,no data available
MRVL,2013-08-22,0.19,0.23,+19.82,no data available
MRVL,2013-05-23,0.14,0.19,+34.89,no data available
MRVL,2013-02-21,0.13,0.19,+44.1,no data available
MRVL,2012-11-15,0.2,0.2,+2.08,no data available
MRVL,2012-08-16,0.26,0.24,-8.38,no data available
MRVL,2012-05-17,0.2,0.23,+13.48,no data available
MRVL,2012-02-23,0.17,0.21,+20.33,no data available
MRVL,2011-11-17,0.39,0.4,+3.11,no data available
MRVL,2011-08-18,0.37,0.38,+3.2,no data available
MRVL,2011-05-26,0.3,0.29,-4.13,no data available
MRVL,2011-03-03,0.42,0.4,-3.7,no data available
MRVL,2010-11-18,0.43,0.45,+5.73,no data available
MRVL,2010-08-19,0.39,0.4,+1.31,no data available
MRVL,2010-05-20,0.37,0.38,+2.26,no data available
MRVL,2010-03-04,0.37,0.4,+8.45,no data available
MRVL,2009-12-03,0.27,0.35,+29.23,no data available
MRVL,2009-08-27,0.14,0.18,+24.14,no data available
MRVL,2009-05-28,0.05,0.05,+2.67,no data available
MRVL,2009-03-05,0.01,0.05,+319.82,no data available
MRVL,2008-12-02,0.21,0.23,+10.56,no data available
MRVL,2008-08-28,0.21,0.24,+11.82,no data available
MRVL,2008-05-29,0.13,0.24,+87.79,no data available
MRVL,2008-03-06,0.11,0.2,+81.82,no data available
MRVL,2007-11-27,0.08,0.14,+70.5,no data available
MRVL,2007-08-23,0.06,0.06,-6.67,no data available
MRVL,2007-07-09,0.07,0.05,-26.66,no data available
MRVL,2007-07-02,0.22,0.2,-8.89,no data available
MRVL,2006-05-18,0.21,0.21,-0.1,no data available
MRVL,2006-02-23,0.2,0.21,+3.19,no data available
MRVL,2005-11-17,0.17,0.18,+7.53,no data available
MRVL,2005-08-18,0.14,0.16,+6.9,no data available
MRVL,2005-05-19,0.13,0.14,+7.8,no data available
MRVL,2005-02-24,0.12,0.12,+3.91,no data available
MRVL,2004-11-18,0.11,0.11,+4.53,no data available
MRVL,2004-08-19,0.09,0.1,+7.55,no data available
MRVL,2004-05-20,0.08,0.09,+6.25,no data available
MRVL,2004-02-26,0.07,0.07,+3.04,no data available
MRVL,2003-11-19,0.06,0.06,+2.66,no data available
MRVL,2003-08-21,0.05,0.06,+3.52,no data available
MRVL,2003-05-22,0.04,0.05,+11.76,no data available
MRVL,2003-02-27,0.04,0.04,-1.55,no data available
MRVL,2002-11-21,0.03,0.04,+7.1,no data available
MRVL,2002-08-22,0.02,0.03,+20.19,no data available
MRVL,2002-05-23,0.02,0.02,+12.8,no data available
MRVL,2002-02-28,0.01,0.02,+20,no data available
MRVL,2001-11-15,0.01,0.01,-,no data available
MRVL,2001-08-16,0.01,0.01,+7.14,no data available
MRVL,2001-05-17,0.01,0.01,-23.84,no data available
MRVL,2001-02-22,0.01,0.01,-,no data available
MRVL,2000-11-16,0.01,0.01,+33.33,no data available
MRVL,2000-08-24,-,-,-,no data available
MS,2025-10-15,-,-,-,no data available
MS,2025-07-16,-,-,-,no data available
MS,2025-04-11,-,-,-,no data available
MS,2025-01-16,1.62,-,-,no data available
MS,2024-10-16,1.58,1.88,+18.69,0.24421343
MS,2024-07-16,1.65,1.82,+10.49,0.19847897
MS,2024-04-16,1.66,2.02,+21.71,0.24534052
MS,2024-01-16,1.01,0.99,-2.21,0.21762363
MS,2023-10-18,1.28,1.38,+7.8,0.25215068
MS,2023-07-18,1.15,1.24,+7.92,0.19936794
MS,2023-04-19,1.62,1.7,+4.97,0.22065566
MS,2023-01-17,1.19,1.26,+5.72,0.24365782
MS,2022-10-14,1.49,1.47,-1.09,0.40076783
MS,2022-07-14,1.53,1.39,-9.19,0.35504924
MS,2022-04-14,1.68,2.02,+19.9,0.30202839
MS,2022-01-19,1.91,2.01,+5.24,0.29644056
MS,2021-10-14,1.68,1.98,+17.54,0.22959301
MS,2021-07-15,1.65,1.85,+11.85,0.24994413
MS,2021-04-16,1.7,2.19,+28.92,0.24784869
MS,2021-01-20,1.27,1.92,+51.28,0.29509123
MS,2020-10-15,1.28,1.66,+29.85,0.35927186
MS,2020-07-16,1.12,1.96,+75.46,0.39597372
MS,2020-04-16,1.14,1.01,-11.27,0.60224708
MS,2020-01-16,1,1.3,+30.33,0.18990674
MS,2019-10-17,1.11,1.27,+14.32,0.22111602
MS,2019-07-18,1.14,1.23,+7.83,0.20135226
MS,2019-04-17,1.17,1.39,+19.28,0.21779825
MS,2019-01-17,0.89,0.8,-9.65,0.26246911
MS,2018-10-16,1.01,1.17,+15.28,0.24764232
MS,2018-07-18,1.11,1.25,+12.42,0.20832117
MS,2018-04-18,1.25,1.45,+16.15,0.23597456
MS,2018-01-18,0.77,0.84,+9.71,0.19200217
MS,2017-10-17,0.81,0.88,+8.88,0.20674959
MS,2017-07-19,0.76,0.87,+14.36,0.19854247
MS,2017-04-19,0.88,1,+13.27,0.25784963
MS,2017-01-17,0.65,0.81,+24.48,0.26907291
MS,2016-10-19,0.63,0.8,+27.53,0.2386256
MS,2016-07-20,0.59,0.75,+27.58,no data available
MS,2016-04-18,0.46,0.55,+20.11,no data available
MS,2016-01-19,0.33,0.43,+31.97,no data available
MS,2015-10-19,0.62,0.34,-45.57,no data available
MS,2015-07-20,0.74,0.79,+7.23,no data available
MS,2015-04-20,0.76,0.85,+11.66,no data available
MS,2015-01-20,0.48,0.39,-19.24,no data available
MS,2014-10-17,0.54,0.65,+20.8,no data available
MS,2014-07-17,0.55,0.6,+8.49,no data available
MS,2014-04-17,0.59,0.68,+14.36,no data available
MS,2014-01-17,0.45,0.5,+11.28,no data available
MS,2013-10-18,0.4,0.5,+26.2,no data available
MS,2013-07-18,0.43,0.45,+4.84,no data available
MS,2013-04-18,0.57,0.61,+6.84,no data available
MS,2013-01-18,0.27,0.45,+68.29,no data available
MS,2012-10-18,0.24,0.28,+19.02,no data available
MS,2012-07-19,0.43,0.29,-33.03,no data available
MS,2012-04-19,0.45,0.76,+69.73,no data available
MS,2012-01-19,-0.57,-0.14,+75.29,no data available
MS,2011-10-19,0.3,1.14,+280.63,no data available
MS,2011-07-21,-0.64,-0.38,+40.75,no data available
MS,2011-04-21,0.34,0.5,+48.94,no data available
MS,2011-01-20,0.35,0.43,+21.44,no data available
MS,2010-10-20,0.15,0.05,-65.99,no data available
MS,2010-07-21,0.46,0.8,+73.37,no data available
MS,2010-04-21,0.57,1.03,+79.84,no data available
MS,2010-01-20,0.36,0.29,-20.29,no data available
MS,2009-10-21,0.27,0.38,+39.45,no data available
MS,2009-07-22,-0.49,-1.1,-125.7,no data available
MS,2009-04-22,-0.08,-0.57,-617.52,no data available
MS,2008-12-17,-0.34,-2.34,-588.24,no data available
MS,2008-09-16,0.77,1.32,+70.57,no data available
MS,2008-06-18,0.92,0.95,+3.57,no data available
MS,2008-03-19,1.03,1.45,+41.08,no data available
MS,2007-12-19,-0.39,-3.61,-828.28,no data available
MS,2007-09-19,1.54,1.38,-10.54,no data available
MS,2007-06-20,2.01,2.24,+11.29,no data available
MS,2007-03-21,1.88,2.17,+15.22,no data available
MS,2006-12-19,1.77,2.08,+17.72,no data available
MS,2006-09-20,1.37,1.75,+28,no data available
MS,2006-06-21,1.45,1.85,+27.24,no data available
MS,2006-03-22,1.21,1.5,+23.49,no data available
MS,2005-12-20,1.08,1.68,+55.39,no data available
MS,2005-09-21,1.05,1.09,+3.86,no data available
MS,2005-06-22,0.92,0.86,-6.88,no data available
MS,2005-03-17,1.16,1.35,+16.36,no data available
MS,2004-12-21,1.01,1.09,+7.71,no data available
MS,2004-09-22,0.95,0.76,-20.33,no data available
MS,2004-06-22,1.06,1.1,+3.82,no data available
MS,2004-03-18,0.97,1.11,+15.03,no data available
MS,2003-12-18,0.9,0.94,+4.69,no data available
MS,2003-09-23,0.69,1.15,+65.66,no data available
MS,2003-06-18,0.68,0.55,-18.75,no data available
MS,2003-03-20,0.62,0.82,+32.79,no data available
MS,2002-12-19,0.75,0.81,+8.36,no data available
MS,2002-09-19,0.7,0.55,-21.84,no data available
MS,2002-06-19,0.72,0.72,+0.15,no data available
MS,2002-03-26,0.69,0.76,+10.23,no data available
MS,2001-12-19,0.66,0.78,+17.9,no data available
MS,2001-09-21,0.64,0.65,+1.21,no data available
MS,2001-06-21,0.79,0.82,+4.29,no data available
MS,2001-03-21,0.94,0.94,+0.31,no data available
MS,2000-12-19,1.32,1.06,-19.7,no data available
MSFT,2025-07-28,-,-,-,no data available
MSFT,2025-04-23,-,-,-,no data available
MSFT,2025-01-28,-,-,-,no data available
MSFT,2024-10-30,3.09,-,-,no data available
MSFT,2024-07-30,2.93,2.95,+0.54,0.31658531
MSFT,2024-04-25,2.82,2.94,+4.32,0.33658719
MSFT,2024-01-30,2.78,2.93,+5.34,0.27372414
MSFT,2023-10-24,2.65,2.99,+12.7,0.29413876
MSFT,2023-07-25,2.55,2.69,+5.49,0.32450669
MSFT,2023-04-25,2.23,2.45,+9.81,0.30291736
MSFT,2023-01-24,2.29,2.32,+1.09,0.31722029
MSFT,2022-10-25,2.3,2.35,+2.05,0.36600265
MSFT,2022-07-26,2.29,2.23,-2.74,0.36785997
MSFT,2022-04-26,2.19,2.22,+1.6,0.447423
MSFT,2022-01-25,2.31,2.48,+7.25,0.44931207
MSFT,2021-10-26,2.07,2.27,+9.41,0.20032041
MSFT,2021-07-27,1.92,2.17,+13.26,0.22671972
MSFT,2021-04-27,1.78,1.95,+9.63,0.24807093
MSFT,2021-01-26,1.64,2.03,+23.69,0.3250623
MSFT,2020-10-27,1.54,1.82,+17.91,0.38033733
MSFT,2020-07-22,1.34,1.46,+8.72,0.3434926
MSFT,2020-04-29,1.26,1.4,+10.7,0.36897119
MSFT,2020-01-29,1.32,1.51,+14.49,0.22951363
MSFT,2019-10-23,1.25,1.38,+10.83,0.25205544
MSFT,2019-07-18,1.21,1.37,+12.95,0.2363873
MSFT,2019-04-24,1,1.14,+14.15,0.22794206
MSFT,2019-01-30,1.09,1.1,+0.7,0.27070798
MSFT,2018-10-24,0.96,1.14,+18.37,0.36763773
MSFT,2018-07-19,1.08,1.13,+5.02,0.24114965
MSFT,2018-04-26,0.85,0.95,+11.86,0.2798517
MSFT,2018-01-31,0.86,0.96,+11,0.31995071
MSFT,2017-10-26,0.72,0.84,+16.55,0.21052772
MSFT,2017-07-20,0.71,0.98,+38.93,0.2240528
MSFT,2017-04-27,0.7,0.73,+4.66,0.21638542
MSFT,2017-01-26,0.79,0.84,+6.2,0.24014956
MSFT,2016-10-20,0.68,0.76,+11.27,0.26999363
MSFT,2016-07-19,0.58,0.69,+18.82,no data available
MSFT,2016-04-21,0.64,0.62,-2.73,no data available
MSFT,2016-01-28,0.71,0.78,+9.44,no data available
MSFT,2015-10-22,0.59,0.67,+14.34,no data available
MSFT,2015-07-21,0.56,0.6,+6.57,no data available
MSFT,2015-04-23,0.51,0.61,+20.45,no data available
MSFT,2015-01-26,0.71,0.75,+5.14,no data available
MSFT,2014-10-23,0.49,0.54,+11.23,no data available
MSFT,2014-07-22,0.6,0.55,-8.65,no data available
MSFT,2014-04-24,0.63,0.68,+8.02,no data available
MSFT,2014-01-23,0.68,0.78,+14.83,no data available
MSFT,2013-10-24,0.54,0.62,+15.1,no data available
MSFT,2013-07-18,0.75,0.66,-11.96,no data available
MSFT,2013-04-18,0.68,0.72,+5.97,no data available
MSFT,2013-01-24,0.75,0.76,+1.93,no data available
MSFT,2012-10-18,0.56,0.53,-5.47,no data available
MSFT,2012-07-19,0.62,0.67,+8.48,no data available
MSFT,2012-04-19,0.57,0.6,+4.38,no data available
MSFT,2012-01-19,0.76,0.78,+2.93,no data available
MSFT,2011-10-20,0.68,0.68,+0.38,no data available
MSFT,2011-07-21,0.58,0.69,+19.88,no data available
MSFT,2011-04-28,0.56,0.61,+9.74,no data available
MSFT,2011-01-27,0.68,0.77,+12.57,no data available
MSFT,2010-10-28,0.55,0.62,+12.98,no data available
MSFT,2010-07-22,0.46,0.51,+9.82,no data available
MSFT,2010-04-22,0.42,0.45,+6.95,no data available
MSFT,2010-01-28,0.59,0.74,+24.79,no data available
MSFT,2009-10-23,0.32,0.4,+25.76,no data available
MSFT,2009-07-23,0.36,0.36,+0.22,no data available
MSFT,2009-04-23,0.39,0.39,+0.26,no data available
MSFT,2009-01-22,0.49,0.47,-4.84,no data available
MSFT,2008-10-23,0.47,0.48,+1.84,no data available
MSFT,2008-07-17,0.47,0.46,-2.13,no data available
MSFT,2008-04-24,0.44,0.47,+6.74,no data available
MSFT,2008-01-24,0.46,0.5,+9.33,no data available
MSFT,2007-10-25,0.39,0.45,+15.38,no data available
MSFT,2007-07-19,0.39,0.39,+0.3,no data available
MSFT,2007-04-26,0.46,0.49,+6.86,no data available
MSFT,2007-01-25,0.23,0.26,+11.48,no data available
MSFT,2006-10-26,0.31,0.35,+13.02,no data available
MSFT,2006-07-20,0.3,0.31,+2.63,no data available
MSFT,2006-04-27,0.33,0.32,-2.93,no data available
MSFT,2006-01-26,0.33,0.33,-0.08,no data available
MSFT,2005-10-27,0.3,0.31,+4.14,no data available
MSFT,2005-07-21,0.31,0.32,+2.4,no data available
MSFT,2005-04-28,0.32,0.32,+0.93,no data available
MSFT,2005-01-27,0.33,0.35,+6.81,no data available
MSFT,2004-10-21,0.3,0.31,+2.89,no data available
MSFT,2004-07-22,0.29,0.28,-1.87,no data available
MSFT,2004-04-22,0.29,0.34,+19.1,no data available
MSFT,2004-01-22,0.3,0.34,+13.46,no data available
MSFT,2003-10-23,0.29,0.3,+3.56,no data available
MSFT,2003-07-17,0.24,0.23,-2.84,no data available
MSFT,2003-04-15,0.24,0.27,+13.16,no data available
MSFT,2003-01-16,0.23,0.27,+14.22,no data available
MSFT,2002-10-17,0.21,0.28,+29.06,no data available
MSFT,2002-07-18,0.21,0.21,+0.8,no data available
MSFT,2002-04-18,0.25,0.25,-3.56,no data available
MSFT,2002-01-17,0.21,0.25,+15.25,no data available
MSFT,2001-10-18,0.2,0.22,+9.5,no data available
MSFT,2001-07-19,0.21,0.22,+0.75,no data available
MSFT,2001-04-19,0.21,0.22,+5.33,no data available
MSFT,2001-01-18,0.23,0.24,+1.44,no data available
MSFT,2000-10-18,0.21,0.23,+11.48,no data available
MSTR,2025-07-30,-,-,-,no data available
MSTR,2025-04-28,-,-,-,no data available
MSTR,2025-02-04,-,-,-,no data available
MSTR,2024-10-30,-0.11,-,-,no data available
MSTR,2024-08-01,-0.01,-0.57,-5094.57,0.8772253
MSTR,2024-04-29,0.34,-8.26,-2565.67,1.14156761
MSTR,2024-02-06,0.55,5.62,+921.82,0.65431547
MSTR,2023-11-01,0.69,-8.98,-1401.45,0.68504851
MSTR,2023-08-01,-0.52,2.35,+551.92,0.67476183
MSTR,2023-05-01,-1.28,30.59,+2489.84,0.7670086
MSTR,2023-02-02,0.02,-21.93,-109750,0.96018548
MSTR,2022-11-01,0.27,-2.39,-996.24,0.88940105
MSTR,2022-08-02,-7.27,-94.01,-1192.23,1.13082057
MSTR,2022-05-03,1.41,-10.42,-839.01,0.94150119
MSTR,2022-02-01,1.49,5.32,+256.45,0.89424278
MSTR,2021-10-28,1.25,1.86,+49.4,0.65290263
MSTR,2021-07-29,1,1.72,+71.14,0.90143393
MSTR,2021-04-29,0.54,1.54,+186.25,0.80464705
MSTR,2021-01-28,1.62,0.39,-75.87,1.15996616
MSTR,2020-10-27,0.39,3.12,+695.92,0.72479828
MSTR,2020-07-28,0.4,0.35,-12.5,0.42688139
MSTR,2020-04-28,0.19,0.07,-63.35,0.44148594
MSTR,2020-01-28,0.81,1.18,+44.96,0.37441614
MSTR,2019-10-29,0.66,0.94,+42.1,0.38786185
MSTR,2019-07-30,0.1,-0.14,-235.04,0.40214891
MSTR,2019-04-30,0.08,-0.77,-1044.79,0.35784316
MSTR,2019-01-29,1.21,0.3,-75.17,0.31701392
MSTR,2018-10-25,0.61,0.83,+35.73,0.45193136
MSTR,2018-07-26,0.15,0.42,+183.78,0.39962486
MSTR,2018-04-26,0.38,0.15,-60.18,0.3952435
MSTR,2018-01-25,1.37,1.55,+13.26,0.43348519
MSTR,2017-10-26,1,1.56,+55.61,0.43124688
MSTR,2017-07-27,1.55,0.96,-37.98,0.34866769
MSTR,2017-04-27,1.47,1.28,-12.81,0.37017765
MSTR,2017-01-31,2.5,2.69,+7.77,0.41034015
MSTR,2016-10-27,1.8,2.31,+28.1,0.41864252
MSTR,2016-07-28,2.1,1.64,-21.9,no data available
MSTR,2016-04-27,1.9,1.24,-34.68,no data available
MSTR,2016-01-27,2.19,3.38,+54.06,no data available
MSTR,2015-10-26,1.96,2.06,+4.89,no data available
MSTR,2015-07-27,1.37,1.95,+42.08,no data available
MSTR,2015-04-28,0.96,1.79,+87.11,no data available
MSTR,2015-01-26,1.04,1.99,+91.96,no data available
MSTR,2014-10-27,-0.18,0.95,+627.78,no data available
MSTR,2014-07-28,-0.08,-0.91,-1074.19,no data available
MSTR,2014-04-28,0.1,-0.57,-681.63,no data available
MSTR,2014-01-27,1.1,1.43,+29.71,no data available
MSTR,2013-10-28,0.22,1.52,+604.65,no data available
MSTR,2013-07-29,0.33,-0.14,-142,no data available
MSTR,2013-04-29,0.35,-0.46,-232.18,no data available
MSTR,2013-01-28,0.96,0.73,-24.22,no data available
MSTR,2012-10-29,0.84,0.43,-48.81,no data available
MSTR,2012-07-30,0.46,0.65,+40.63,no data available
MSTR,2012-05-02,0.04,0.02,-48.57,no data available
MSTR,2012-01-30,0.95,0.81,-14.4,no data available
MSTR,2011-10-31,0.42,0.19,-55.22,no data available
MSTR,2011-08-02,0.57,0.26,-54.5,no data available
MSTR,2011-05-04,0.39,0.1,-74.36,no data available
MSTR,2011-01-25,0.93,1.6,+71.67,no data available
MSTR,2010-11-01,0.92,0.63,-31.71,no data available
MSTR,2010-08-02,0.86,0.97,+13.05,no data available
MSTR,2010-04-29,1.01,0.56,-44.46,no data available
MSTR,2010-02-03,1.61,1.66,+3.43,no data available
MSTR,2009-10-29,0.95,1.73,+82.75,no data available
MSTR,2009-07-30,0.63,0.81,+28.91,no data available
MSTR,2009-05-06,0.74,0.71,-4.31,no data available
MSTR,2009-02-02,0.97,1.13,+16.26,no data available
MSTR,2008-10-30,0.8,0.9,+12.5,no data available
MSTR,2008-08-04,1.08,0.64,-40.85,no data available
MSTR,2008-05-01,0.96,0.74,-22.76,no data available
MSTR,2008-02-01,1.72,1.41,-18.23,no data available
MSTR,2007-10-30,1.11,1.51,+35.88,no data available
MSTR,2007-07-27,1.18,0.9,-23.67,no data available
MSTR,2007-05-07,1.27,0.75,-40.78,no data available
MSTR,2007-01-26,1.58,1.68,+6.44,no data available
MSTR,2006-10-26,1.17,1.32,+12.39,no data available
MSTR,2006-07-27,1.2,1.21,+1.22,no data available
MSTR,2006-04-27,1.06,1.05,-0.87,no data available
MSTR,2006-01-31,1.34,1.3,-3.32,no data available
MSTR,2005-10-27,1.04,0.91,-12.57,no data available
MSTR,2005-07-28,0.89,1.12,+25.61,no data available
MSTR,2005-04-28,0.72,0.89,+23.22,no data available
MSTR,2005-01-27,0.89,1.43,+61.09,no data available
MSTR,2004-10-26,0.51,1.08,+113.38,no data available
MSTR,2004-07-27,0.5,0.67,+35.01,no data available
MSTR,2004-04-27,0.29,0.6,+103.78,no data available
MSTR,2004-01-29,0.46,0.68,+47.03,no data available
MSTR,2003-10-28,0.2,0.37,+87.68,no data available
MSTR,2003-07-29,0.22,0.39,+80.8,no data available
MSTR,2003-04-29,0.11,0.12,+7.46,no data available
MSTR,2003-01-30,0.13,0.4,+215.78,no data available
MSTR,2002-10-24,0.1,0.08,-17.24,no data available
MSTR,2002-07-30,-0.05,0.5,+1100,no data available
MSTR,2002-04-29,-,0.2,-,no data available
MSTR,2002-01-31,-0.2,0.6,+400,no data available
MSTR,2001-10-30,-1,-0.6,+40,no data available
MSTR,2001-07-31,-1.67,-1.2,+28.21,no data available
MSTR,2001-04-30,-3.43,-2.9,+15.53,no data available
MSTR,2001-02-06,-3.82,-3.1,+18.85,no data available
MSTR,2000-10-26,-1.85,-3.7,-100,no data available
MU,2025-09-23,-,-,-,no data available
MU,2025-06-24,-,-,-,no data available
MU,2025-03-18,-,-,-,no data available
MU,2024-12-18,1.75,-,-,no data available
MU,2024-09-25,1.14,1.18,+3.69,0.60405677
MU,2024-06-26,0.51,0.62,+21.93,0.71535295
MU,2024-03-20,-0.25,0.42,+270.04,0.54035237
MU,2023-12-20,-0.97,-0.95,+2.36,0.35466825
MU,2023-09-27,-1.18,-1.07,+9.31,0.38916356
MU,2023-06-28,-1.58,-1.43,+9.74,0.41994423
MU,2023-03-28,-0.86,-1.91,-121.84,0.46345626
MU,2022-12-21,-0.01,-0.04,-194.55,0.44885171
MU,2022-09-29,1.3,1.45,+11.67,0.5620687
MU,2022-06-30,2.43,2.59,+6.45,0.56541822
MU,2022-03-29,1.97,2.14,+8.83,0.51255611
MU,2021-12-20,2.11,2.16,+2.49,0.54074924
MU,2021-09-28,2.33,2.42,+3.67,0.38516318
MU,2021-06-30,1.72,1.88,+9.32,0.40580004
MU,2021-03-31,0.95,0.98,+3.52,0.443502
MU,2021-01-07,0.71,0.78,+9.83,0.53331997
MU,2020-09-29,0.99,1.08,+9.27,0.51466742
MU,2020-06-29,0.77,0.82,+5.82,0.55122641
MU,2020-03-25,0.37,0.45,+23.11,0.85039739
MU,2019-12-18,0.47,0.48,+1.5,0.44502595
MU,2019-09-26,0.49,0.56,+14.95,0.49787219
MU,2019-06-25,0.79,1.05,+33.13,0.5572111
MU,2019-03-20,1.67,1.71,+2.38,0.48180719
MU,2018-12-18,2.96,2.97,+0.5,0.58734092
MU,2018-09-20,3.34,3.53,+5.79,0.55960815
MU,2018-06-20,3.14,3.15,+0.24,0.4901413
MU,2018-03-22,2.73,2.82,+3.16,0.58645194
MU,2017-12-19,2.21,2.45,+11.01,0.51627074
MU,2017-09-26,1.83,2.02,+10.09,0.44794686
MU,2017-06-29,1.51,1.62,+7.52,0.65255339
MU,2017-03-23,0.86,0.9,+4.78,0.45566187
MU,2016-12-21,0.28,0.32,+13.33,0.41486439
MU,2016-10-04,-0.12,-0.05,+58.85,0.47055216
MU,2016-06-30,-0.09,-0.08,+12.5,no data available
MU,2016-03-30,-0.08,-0.05,+39.72,no data available
MU,2015-12-22,0.23,0.24,+5.15,no data available
MU,2015-10-01,0.32,0.37,+15.21,no data available
MU,2015-06-25,0.56,0.54,-4,no data available
MU,2015-04-01,0.73,0.81,+11.59,no data available
MU,2015-01-06,0.92,0.97,+5.35,no data available
MU,2014-09-25,0.81,0.82,+0.81,no data available
MU,2014-06-23,0.7,0.79,+13.34,no data available
MU,2014-04-03,0.76,0.85,+11.94,no data available
MU,2014-01-07,0.43,0.72,+68.16,no data available
MU,2013-10-10,0.25,0.2,-19.19,no data available
MU,2013-06-19,0.02,0.04,+72.34,no data available
MU,2013-03-21,-0.19,-0.28,-44.91,no data available
MU,2012-12-20,-0.2,-0.27,-34.71,no data available
MU,2012-09-27,-0.23,-0.24,-2.45,no data available
MU,2012-06-20,-0.2,-0.32,-60.9,no data available
MU,2012-03-22,-0.19,-0.29,-56.25,no data available
MU,2011-12-21,-0.08,-0.19,-131.09,no data available
MU,2011-09-29,0.01,-0.14,-1616.79,no data available
MU,2011-06-23,0.16,0.07,-56.92,no data available
MU,2011-03-23,0.02,0.07,+190.22,no data available
MU,2010-12-22,0.28,0.15,-46.06,no data available
MU,2010-10-07,0.38,0.32,-16.18,no data available
MU,2010-06-28,0.43,0.45,+5.21,no data available
MU,2010-03-31,0.24,0.39,+60.07,no data available
MU,2009-12-22,0.07,0.23,+243.28,no data available
MU,2009-09-29,-0.18,-0.09,+50.95,no data available
MU,2009-06-25,-0.43,-0.57,-31.94,no data available
MU,2009-04-02,-0.64,-0.82,-28.12,no data available
MU,2008-12-23,-0.45,-0.72,-61.13,no data available
MU,2008-10-01,-0.24,-0.27,-14.31,no data available
MU,2008-06-26,-0.28,-0.3,-6.47,no data available
MU,2008-04-02,-0.36,-0.41,-12.85,no data available
MU,2007-12-20,-0.2,-0.34,-70,no data available
MU,2007-10-02,-0.22,-0.21,+5,no data available
MU,2007-06-28,-0.24,-0.29,-22.04,no data available
