symbol,earnings_date,eps_estimate,reported_eps,surprise,implied_volatility
C,2006-01-20,9.99,9.8,-1.87,no data available
C,2005-10-17,9.93,9.7,-2.28,no data available
C,2005-07-18,10.18,9.7,-4.7,no data available
C,2005-04-15,10.22,10.4,+1.78,no data available
C,2005-01-20,10.13,10.2,+0.68,no data available
C,2004-10-14,9.89,10.2,+3.16,no data available
C,2004-07-15,9.74,10.2,+4.72,no data available
C,2004-04-15,9.45,9.8,+3.74,no data available
C,2004-01-20,8.96,9.1,+1.53,no data available
C,2003-10-20,8.48,9,+6.13,no data available
C,2003-07-14,8.01,8.3,+3.67,no data available
C,2003-04-14,7.75,7.9,+1.98,no data available
C,2003-01-21,4.59,4.7,+2.3,no data available
C,2002-10-15,7.29,7.4,+1.54,no data available
C,2002-07-17,7.71,7.5,-2.76,no data available
C,2002-04-15,7.77,6.7,-13.76,no data available
C,2002-01-17,7.27,7.4,+1.74,no data available
C,2001-10-17,6.34,6.3,-0.66,no data available
C,2001-07-16,7.34,7.4,+0.84,no data available
C,2001-04-16,7.04,7.1,+0.89,no data available
C,2001-01-16,6.64,6.5,-2.09,no data available
CAT,2025-08-04,-,-,-,no data available
CAT,2025-04-23,-,-,-,no data available
CAT,2025-04-22,-,-,-,no data available
CAT,2025-02-03,-,-,-,no data available
CAT,2024-10-30,5.34,-,-,no data available
CAT,2024-10-04,-,-,-,0.29912335
CAT,2024-08-06,5.54,5.99,+8.14,0.30685424
CAT,2024-04-25,5.14,5.6,+9.04,0.2606118
CAT,2024-02-05,4.75,5.23,+10.01,0.24946789
CAT,2023-10-31,4.79,5.52,+15.17,0.27893098
CAT,2023-08-01,4.58,5.55,+21.09,0.22641811
CAT,2023-04-27,3.78,4.91,+29.93,0.26207225
CAT,2023-01-31,4.02,4.27,+6.12,0.26581863
CAT,2022-10-27,3.16,3.95,+25.04,0.32396696
CAT,2022-08-02,3.01,3.18,+5.65,0.3251258
CAT,2022-04-28,2.6,2.88,+10.78,0.34101618
CAT,2022-01-28,2.26,2.69,+19.09,0.31606145
CAT,2021-10-28,2.2,2.66,+20.68,0.25021399
CAT,2021-07-30,2.4,2.6,+8.36,0.25121409
CAT,2021-04-29,1.94,2.87,+48.24,0.25854811
CAT,2021-01-29,1.49,2.12,+42.56,0.35630333
CAT,2020-10-27,1.18,1.34,+13.84,0.35128698
CAT,2020-07-31,0.64,1.03,+60.06,0.31501373
CAT,2020-04-28,1.69,1.6,-5.4,0.36471682
CAT,2020-01-31,2.37,2.63,+10.74,0.25613518
CAT,2019-10-23,2.88,2.66,-7.71,0.23429186
CAT,2019-07-24,3.12,2.83,-9.26,0.21756013
CAT,2019-04-24,2.85,2.94,+3.01,0.22286222
CAT,2019-01-28,2.99,2.55,-14.66,0.35058851
CAT,2018-10-23,2.85,2.86,+0.29,0.34147654
CAT,2018-07-30,2.73,2.97,+8.77,0.2461025
CAT,2018-04-24,2.13,2.82,+32.63,0.30983864
CAT,2018-01-25,1.79,2.16,+20.85,0.23256154
CAT,2017-10-24,1.27,1.95,+53.34,0.18160437
CAT,2017-07-25,1.26,1.49,+17.9,0.18062015
CAT,2017-04-25,0.62,1.28,+105.27,0.1863191
CAT,2017-01-26,0.66,0.83,+25.76,0.21025786
CAT,2016-10-25,0.76,0.85,+12.54,0.21379787
CAT,2016-07-26,0.96,1.09,+13.63,no data available
CAT,2016-04-22,0.68,0.67,-0.97,no data available
CAT,2016-01-28,0.69,0.74,+7.38,no data available
CAT,2015-10-22,0.78,0.75,-4.27,no data available
CAT,2015-07-23,1.27,1.27,+0.17,no data available
CAT,2015-04-23,1.35,1.72,+27.75,no data available
CAT,2015-01-27,1.55,1.35,-12.92,no data available
CAT,2014-10-23,1.36,1.72,+26.63,no data available
CAT,2014-07-24,1.52,1.69,+10.85,no data available
CAT,2014-04-24,1.24,1.61,+30.18,no data available
CAT,2014-01-27,1.28,1.58,+23.48,no data available
CAT,2013-10-23,1.66,1.45,-12.9,no data available
CAT,2013-07-24,1.7,1.45,-14.57,no data available
CAT,2013-04-22,1.4,1.31,-6.47,no data available
CAT,2013-01-28,1.69,1.46,-13.64,no data available
CAT,2012-10-22,2.22,2.26,+1.7,no data available
CAT,2012-07-25,2.28,2.54,+11.32,no data available
CAT,2012-04-25,2.13,2.37,+11.43,no data available
CAT,2012-01-26,1.73,2.32,+34.05,no data available
CAT,2011-10-24,1.54,1.71,+10.69,no data available
CAT,2011-07-22,1.75,1.52,-12.94,no data available
CAT,2011-04-29,1.31,1.84,+40.73,no data available
CAT,2011-01-27,1.27,1.47,+15.49,no data available
CAT,2010-10-21,1.09,1.22,+12.4,no data available
CAT,2010-07-22,0.85,0.99,+15.95,no data available
CAT,2010-04-26,0.39,0.36,-7.8,no data available
CAT,2010-01-27,0.28,0.41,+47.11,no data available
CAT,2009-10-20,0.06,0.64,+1050.04,no data available
CAT,2009-07-21,0.22,0.72,+230.85,no data available
CAT,2009-04-21,0.04,0.39,+929.3,no data available
CAT,2009-01-26,1.29,1.08,-16.52,no data available
CAT,2008-10-21,1.41,1.39,-1.46,no data available
CAT,2008-07-22,1.54,1.74,+13.02,no data available
CAT,2008-04-18,1.33,1.45,+9.07,no data available
CAT,2008-01-25,1.5,1.5,+0.22,no data available
CAT,2007-10-19,1.43,1.4,-1.79,no data available
CAT,2007-07-20,1.49,1.24,-17.04,no data available
CAT,2007-04-20,1.09,1.23,+13.04,no data available
CAT,2007-01-26,1.34,1.32,-1.35,no data available
CAT,2006-10-20,1.35,1.14,-15.33,no data available
CAT,2006-07-21,1.42,1.52,+6.85,no data available
CAT,2006-04-24,1.05,1.2,+13.9,no data available
CAT,2006-01-26,1.1,1.2,+8.76,no data available
CAT,2005-10-21,1.06,0.94,-11.32,no data available
CAT,2005-07-21,1.01,1.08,+7.28,no data available
CAT,2005-04-20,0.68,0.82,+19.92,no data available
CAT,2005-01-27,0.82,0.78,-5.14,no data available
CAT,2004-10-21,0.68,0.71,+3.57,no data available
CAT,2004-07-22,0.87,0.78,-10.79,no data available
CAT,2004-04-22,0.35,0.58,+66.31,no data available
CAT,2004-01-27,0.47,0.49,+2.87,no data available
CAT,2003-10-16,0.37,0.31,-16.57,no data available
CAT,2003-07-17,0.33,0.57,+75.57,no data available
CAT,2003-04-16,0.13,0.19,+45.67,no data available
CAT,2003-01-23,0.34,0.44,+29.41,no data available
CAT,2002-10-16,0.28,0.31,+10.28,no data available
CAT,2002-07-16,0.36,0.29,-20.14,no data available
CAT,2002-04-16,0.12,0.12,-2.54,no data available
CAT,2002-01-23,0.38,0.38,-1.22,no data available
CAT,2001-10-16,0.31,0.3,-4.32,no data available
CAT,2001-07-17,0.35,0.39,+9.94,no data available
CAT,2001-04-17,0.25,0.24,-5.05,no data available
CCL,2025-09-29,-,-,-,no data available
CCL,2025-06-23,-,-,-,no data available
CCL,2025-03-25,-,-,-,no data available
CCL,2024-12-19,0.06,-,-,no data available
CCL,2024-09-30,1.16,1.27,+9.29,0.43596161
CCL,2024-06-25,-0.02,0.11,+765.46,0.39627534
CCL,2024-03-27,-0.18,-0.14,+20.69,0.41589623
CCL,2023-12-21,-0.13,-0.07,+46.15,0.42718301
CCL,2023-09-29,0.75,0.86,+14.6,0.48785538
CCL,2023-06-26,-0.34,-0.31,+8.9,0.49628474
CCL,2023-03-27,-0.6,-0.55,+8.94,0.57438732
CCL,2022-12-21,-0.87,-0.85,+1.97,0.62542386
CCL,2022-09-30,-0.15,-0.58,-295.18,0.96923395
CCL,2022-06-24,-1.17,-1.64,-40.11,0.83010977
CCL,2022-03-22,-1.26,-1.66,-32.04,0.55987802
CCL,2021-12-20,-1.43,-1.72,-20.27,0.63777423
CCL,2021-09-24,-1.48,-1.75,-18.48,0.44743888
CCL,2021-06-24,-1.6,-1.8,-12.3,0.43524726
CCL,2021-04-07,-1.54,-1.79,-16.29,0.57405395
CCL,2021-01-26,-1.94,-2.02,-4.1,0.71827386
CCL,2020-10-08,-2.2,-2.19,+0.47,0.84177753
CCL,2020-07-10,-2.26,-3.3,-45.79,1.07043394
CCL,2020-03-19,0.27,0.22,-19.71,2.35361803
CCL,2019-12-20,0.5,0.62,+23.03,0.19722489
CCL,2019-09-26,2.53,2.63,+3.86,0.26754896
CCL,2019-06-20,0.61,0.66,+7.88,0.24572151
CCL,2019-03-26,0.44,0.49,+12.09,0.23492684
CCL,2018-12-20,0.69,0.7,+0.76,0.33319005
CCL,2018-09-27,2.32,2.36,+1.87,0.20365406
CCL,2018-06-25,0.6,0.68,+14.06,0.25551608
CCL,2018-03-22,0.43,0.52,+20.47,0.21644891
CCL,2017-12-19,0.51,0.63,+24.29,0.16715857
CCL,2017-09-26,2.2,2.29,+3.99,0.21006736
CCL,2017-06-22,0.47,0.52,+9.69,0.18273146
CCL,2017-03-28,0.35,0.38,+9.61,0.18092177
CCL,2016-12-20,0.58,0.67,+15.06,0.2224336
CCL,2016-09-26,1.89,1.92,+1.73,0.23581581
CCL,2016-06-28,0.39,0.49,+25.62,no data available
CCL,2016-03-30,0.32,0.39,+22.66,no data available
CCL,2015-12-18,0.41,0.5,+20.55,no data available
CCL,2015-09-22,1.63,1.75,+7.52,no data available
CCL,2015-06-23,0.16,0.25,+54.14,no data available
CCL,2015-03-27,0.09,0.2,+110.68,no data available
CCL,2014-12-19,0.2,0.27,+33.48,no data available
CCL,2014-09-23,1.44,1.58,+9.8,no data available
CCL,2014-06-24,0.02,0.1,+391.88,no data available
CCL,2014-03-25,-0.08,-,+100,no data available
CCL,2013-12-19,-,0.04,+1462.5,no data available
CCL,2013-09-24,1.3,1.38,+5.96,no data available
CCL,2013-06-25,0.06,0.09,+39.99,no data available
CCL,2013-03-15,0.02,0.08,+239.41,no data available
CCL,2012-12-20,0.11,0.13,+13.75,no data available
CCL,2012-09-25,1.43,1.53,+6.69,no data available
CCL,2012-06-22,0.08,0.2,+164.17,no data available
CCL,2012-03-09,-0.08,-0.2,-143.9,no data available
CCL,2011-12-20,0.28,0.28,-1.51,no data available
CCL,2011-09-20,1.63,1.69,+3.77,no data available
CCL,2011-06-21,0.23,0.26,+15.56,no data available
CCL,2011-03-22,0.19,0.19,-,no data available
CCL,2010-12-21,0.31,0.31,-0.43,no data available
CCL,2010-09-21,1.47,1.62,+10.38,no data available
CCL,2010-06-22,0.29,0.32,+9.24,no data available
CCL,2010-03-23,0.14,0.22,+53.96,no data available
CCL,2009-12-18,0.2,0.24,+20.46,no data available
CCL,2009-09-22,1.17,1.33,+13.2,no data available
CCL,2009-06-18,0.28,0.33,+15.79,no data available
CCL,2009-03-24,0.19,0.33,+75.73,no data available
CCL,2008-12-18,0.4,0.47,+17.74,no data available
CCL,2008-09-18,1.58,1.65,+4.61,no data available
CCL,2008-06-19,0.41,0.49,+18.79,no data available
CCL,2008-03-20,0.29,0.3,+3.17,no data available
CCL,2007-12-20,0.43,0.44,+1.77,no data available
CCL,2007-09-20,1.62,1.67,+3.16,no data available
CCL,2007-06-19,0.47,0.48,+3.09,no data available
CCL,2007-03-16,0.34,0.35,+2,no data available
CCL,2006-12-21,0.47,0.51,+9.06,no data available
CCL,2006-09-21,1.46,1.49,+1.93,no data available
CCL,2006-06-16,0.44,0.46,+4.27,no data available
CCL,2006-03-23,0.36,0.34,-6.37,no data available
CCL,2005-12-16,0.41,0.43,+4.53,no data available
CCL,2005-09-19,1.35,1.36,+0.53,no data available
CCL,2005-06-16,0.45,0.49,+8.14,no data available
CCL,2005-03-21,0.4,0.42,+4.82,no data available
CCL,2004-12-16,0.31,0.36,+15.3,no data available
CCL,2004-09-17,1.2,1.23,+2.45,no data available
CCL,2004-06-17,0.35,0.41,+16.59,no data available
CCL,2004-03-22,0.22,0.25,+16.12,no data available
CCL,2003-12-18,0.27,0.26,-4.69,no data available
CCL,2003-09-18,0.88,0.9,+2.27,no data available
CCL,2003-06-26,0.22,0.19,-14.85,no data available
CCL,2003-03-21,0.18,0.22,+21.61,no data available
CCL,2002-12-19,0.3,0.33,+9.67,no data available
CCL,2002-09-20,0.77,0.85,+10.08,no data available
CCL,2002-07-22,0.3,0.33,+9.27,no data available
CCL,2002-03-21,0.16,0.22,+34.44,no data available
CCL,2001-12-20,0.18,0.2,+11.46,no data available
CCL,2001-09-20,0.81,0.84,+4.35,no data available
CCL,2001-06-21,0.3,0.32,+5.61,no data available
CCL,2001-03-21,0.2,0.22,+8.45,no data available
CCL,2000-12-21,0.36,0.37,+1.78,no data available
CDNS,2025-07-21,-,-,-,no data available
CDNS,2025-04-21,-,-,-,no data available
CDNS,2025-02-10,-,-,-,no data available
CDNS,2024-10-28,1.44,-,-,0.45005817
CDNS,2024-07-22,1.22,1.28,+4.58,0.35046151
CDNS,2024-04-22,1.13,1.17,+3.94,0.37954361
CDNS,2024-02-12,1.33,1.38,+3.44,0.41554699
CDNS,2023-10-23,1.2,1.26,+4.76,0.3500329
CDNS,2023-07-24,1.18,1.22,+2.96,0.30979102
CDNS,2023-04-24,1.26,1.29,+2.78,0.29297992
CDNS,2023-02-13,0.92,0.96,+4.43,0.34546104
CDNS,2022-10-24,0.97,1.06,+9.7,0.45555075
CDNS,2022-07-25,0.96,1.08,+12.22,0.39067164
CDNS,2022-04-25,1.02,1.17,+15.17,0.47636223
CDNS,2022-02-22,0.76,0.82,+7.69,0.47679084
CDNS,2021-10-25,0.75,0.8,+6.65,0.30155215
CDNS,2021-07-26,0.76,0.86,+12.88,0.29164646
CDNS,2021-04-26,0.75,0.83,+10.78,0.30296498
CDNS,2021-02-22,0.74,0.83,+11.53,0.38760786
CDNS,2020-10-19,0.61,0.7,+15.47,0.41661058
CDNS,2020-07-20,0.52,0.66,+26.39,0.39359255
CDNS,2020-04-20,0.54,0.6,+10.65,0.4789339
CDNS,2020-02-12,0.53,0.54,+2.14,0.32463369
CDNS,2019-10-21,0.51,0.54,+5.9,0.36195465
CDNS,2019-07-22,0.53,0.57,+7.21,0.33201533
CDNS,2019-04-22,0.49,0.54,+9.85,0.35390628
CDNS,2019-02-19,0.47,0.52,+9.96,0.326618
CDNS,2018-10-22,0.41,0.49,+19.29,0.32022057
CDNS,2018-07-23,0.4,0.45,+11.54,0.28340759
CDNS,2018-04-23,0.37,0.4,+7.31,0.34773109
CDNS,2018-01-31,0.39,0.39,-,0.34096855
CDNS,2017-10-26,0.34,0.35,+2.61,0.25573832
CDNS,2017-07-24,0.32,0.34,+5.55,0.2991551
CDNS,2017-04-24,0.32,0.32,+1.41,0.29455149
CDNS,2017-02-01,0.33,0.34,+1.66,0.27467661
CDNS,2016-10-24,0.28,0.3,+7.96,0.29021775
CDNS,2016-07-25,0.28,0.29,+2.65,no data available
CDNS,2016-04-25,0.27,0.28,+2.44,no data available
CDNS,2016-02-03,0.29,0.31,+7.27,no data available
CDNS,2015-10-26,0.26,0.28,+8.39,no data available
CDNS,2015-07-27,0.24,0.27,+11.65,no data available
CDNS,2015-04-27,0.21,0.23,+9.05,no data available
CDNS,2015-02-04,0.27,0.27,-0.67,no data available
CDNS,2014-10-20,0.24,0.26,+9.58,no data available
CDNS,2014-07-21,0.2,0.21,+3.45,no data available
CDNS,2014-04-21,0.19,0.2,+4.17,no data available
CDNS,2014-01-29,0.23,0.23,-,no data available
CDNS,2013-10-23,0.21,0.21,+2.16,no data available
CDNS,2013-07-24,0.2,0.21,+3.28,no data available
CDNS,2013-04-24,0.19,0.21,+8.09,no data available
CDNS,2013-01-30,0.19,0.2,+3.7,no data available
CDNS,2012-10-24,0.18,0.21,+14.84,no data available
CDNS,2012-07-25,0.18,0.19,+8.57,no data available
CDNS,2012-04-25,0.15,0.17,+10.57,no data available
CDNS,2012-02-01,0.15,0.17,+11.21,no data available
CDNS,2011-10-26,0.12,0.14,+13.95,no data available
CDNS,2011-07-28,0.1,0.12,+15.06,no data available
CDNS,2011-04-27,0.08,0.09,+20,no data available
CDNS,2011-02-02,0.04,0.07,+59.09,no data available
CDNS,2010-10-27,0.03,0.04,+42.86,no data available
CDNS,2010-07-28,0.03,0.07,+110.02,no data available
CDNS,2010-04-28,0.01,0.02,+39.96,no data available
CDNS,2010-02-03,0.03,0.06,+111.79,no data available
CDNS,2009-10-28,-0.01,0.03,+549.78,no data available
CDNS,2009-07-29,-0.08,-0.05,+37.5,no data available
CDNS,2009-04-29,-0.12,-0.1,+16.67,no data available
CDNS,2009-02-04,-0.06,-0.04,+29.42,no data available
CDNS,2008-12-11,-0.11,-0.09,+14.74,no data available
CDNS,2008-07-23,0.14,0.14,+1.21,no data available
CDNS,2008-04-23,0.04,0.04,-5.88,no data available
CDNS,2008-01-30,0.46,0.46,-0.65,no data available
CDNS,2007-10-24,0.32,0.33,+1.85,no data available
CDNS,2007-07-25,0.29,0.3,+2.04,no data available
CDNS,2007-04-25,0.24,0.26,+7.44,no data available
CDNS,2007-01-31,0.35,0.38,+7.18,no data available
CDNS,2006-10-25,0.25,0.26,+3.54,no data available
CDNS,2006-07-26,0.22,0.23,+2.48,no data available
CDNS,2006-04-26,0.2,0.21,+3.07,no data available
CDNS,2006-02-01,0.28,0.29,+3.98,no data available
CDNS,2005-10-26,0.2,0.21,+7.01,no data available
CDNS,2005-07-27,0.16,0.17,+8.28,no data available
CDNS,2005-04-27,0.14,0.15,+8.55,no data available
CDNS,2005-02-03,0.25,0.26,+5.05,no data available
CDNS,2004-10-20,0.19,0.19,+2.07,no data available
CDNS,2004-07-21,0.15,0.15,-0.51,no data available
CDNS,2004-04-21,0.1,0.1,+1.7,no data available
CDNS,2004-01-28,0.23,0.24,+5.41,no data available
CDNS,2003-10-15,0.12,0.12,-,no data available
CDNS,2003-07-15,0.09,0.09,-4.26,no data available
CDNS,2003-04-15,0.03,0.04,+15.77,no data available
CDNS,2003-01-21,0.03,0.03,+14.72,no data available
CDNS,2002-10-15,0.15,0.15,-,no data available
CDNS,2002-07-23,0.24,0.24,+1.21,no data available
CDNS,2002-04-16,0.22,0.23,+3.87,no data available
CDNS,2002-01-22,0.26,0.27,+4.11,no data available
CDNS,2001-10-16,0.2,0.22,+9.09,no data available
CDNS,2001-07-17,0.17,0.18,+5.88,no data available
CDNS,2001-04-17,0.15,0.16,+6.67,no data available
CDNS,2001-01-23,0.22,0.24,+11.34,no data available
CDNS,2000-10-17,0.12,0.14,+16.67,no data available
CEG,2024-08-06,1.72,2.58,+50.39,0.55995739
CEG,2024-05-09,1.38,2.78,+101.45,0.31753778
CEG,2024-02-27,1.92,-0.11,-105.73,1.27843762
CEG,2023-11-06,1.42,2.26,+58.82,0.26380257
CEG,2023-08-03,0.73,2.56,+249.49,0.23324414
CEG,2023-05-04,0.88,0.29,-67.21,0.29255131
CEG,2023-02-16,1.24,0.1,-91.9,0.30337772
CEG,2022-11-08,0.71,-0.57,-180.51,0.42323025
CEG,2022-08-04,0.54,-0.34,-163.16,0.60699356
CEG,2022-05-12,0.7,0.32,-54.15,0.52546208
CEG,2022-02-25,1.19,0.13,-89.08,0.41100688
CEG,2022-01-28,-,-,-,no data available
CI,2025-07-30,-,-,-,no data available
CI,2025-04-30,-,-,-,no data available
CI,2025-01-31,-,-,-,no data available
CI,2024-10-31,7.2,-,-,no data available
CI,2024-08-01,6.41,6.72,+4.86,0.22311621
CI,2024-05-02,6.22,6.47,+4.01,0.19038297
CI,2024-02-02,6.54,6.79,+3.9,0.20827354
CI,2023-11-02,6.67,6.77,+1.45,0.19184343
CI,2023-08-03,6.02,6.13,+1.85,0.22316383
CI,2023-05-05,5.22,5.41,+3.59,0.23106934
CI,2023-02-03,4.86,4.96,+1.98,0.22852942
CI,2022-11-03,5.71,6.04,+5.7,0.25142046
CI,2022-08-04,5.48,6.22,+13.52,0.24630886
CI,2022-05-06,5.18,6.01,+16.01,0.31017201
CI,2022-02-03,4.71,4.77,+1.2,0.29910748
CI,2021-11-04,5.23,5.73,+9.66,0.26021493
CI,2021-08-05,4.96,5.24,+5.69,0.28880492
CI,2021-05-07,4.38,4.73,+7.95,0.22278284
CI,2021-02-04,3.68,3.51,-4.54,0.30201251
CI,2020-11-05,4.24,4.41,+3.92,0.35058851
CI,2020-07-30,5.15,5.81,+12.81,0.34769935
CI,2020-04-30,4.35,4.69,+7.82,0.36947917
CI,2020-02-06,4.2,4.31,+2.61,0.29998058
CI,2019-10-31,4.36,4.54,+4.15,0.23349814
CI,2019-08-01,3.74,4.19,+12.12,0.2670251
CI,2019-05-02,3.73,3.9,+4.69,0.30390158
CI,2019-02-01,2.42,2.46,+1.61,0.23094234
CI,2018-11-01,3.44,3.84,+11.73,0.24991238
CI,2018-08-02,3.21,3.89,+21.18,0.27659743
CI,2018-05-03,3.44,4.11,+19.48,0.22319558
CI,2018-02-01,1.89,1.94,+2.79,0.2434197
CI,2017-11-02,2.36,2.83,+20.12,0.18933526
CI,2017-08-04,2.48,2.91,+17.48,0.16703157
CI,2017-05-05,2.45,2.77,+12.89,0.1498871
CI,2017-02-02,1.74,1.87,+7.78,0.28575702
CI,2016-11-03,1.91,1.94,+1.64,0.26572339
CI,2016-07-29,2.39,1.98,-17.09,no data available
CI,2016-05-06,2.15,2.32,+7.81,no data available
CI,2016-02-04,1.8,1.87,+3.66,no data available
CI,2015-11-06,2.2,2.28,+3.78,no data available
CI,2015-07-30,2.31,2.55,+10.56,no data available
CI,2015-04-30,1.84,1.96,+6.26,no data available
CI,2015-02-05,1.67,1.69,+1.43,no data available
CI,2014-10-30,1.82,1.95,+6.87,no data available
CI,2014-07-31,1.84,1.96,+6.39,no data available
CI,2014-05-01,1.54,1.83,+18.77,no data available
CI,2014-02-07,1.49,1.39,-6.55,no data available
CI,2013-10-31,1.63,1.89,+15.79,no data available
CI,2013-08-01,1.6,1.78,+10.99,no data available
CI,2013-05-02,1.43,1.72,+20.42,no data available
CI,2013-02-07,1.48,1.57,+5.91,no data available
CI,2012-11-01,1.36,1.69,+24.67,no data available
CI,2012-08-02,1.42,1.49,+5.22,no data available
CI,2012-05-03,1.3,1.24,-4.44,no data available
CI,2012-02-02,1.19,1.11,-6.94,no data available
CI,2011-10-28,1.23,1.2,-2.6,no data available
CI,2011-08-04,1.29,1.53,+18.69,no data available
CI,2011-05-05,1.09,1.37,+25.41,no data available
CI,2011-02-03,1.02,1.15,+12.8,no data available
CI,2010-10-29,1.06,1.12,+5.25,no data available
CI,2010-08-05,1.01,1.38,+36.95,no data available
CI,2010-05-06,0.89,1.01,+13.09,no data available
CI,2010-02-04,0.96,1.03,+7.57,no data available
CI,2009-11-05,1.03,1.13,+10.06,no data available
CI,2009-07-30,0.96,1.14,+18.31,no data available
CI,2009-04-30,0.91,0.69,-24.35,no data available
CI,2009-02-05,0.41,0.49,+18.55,no data available
CI,2008-10-30,1.06,0.89,-15.89,no data available
CI,2008-08-01,0.97,1.08,+11.72,no data available
CI,2008-05-01,0.95,0.94,-1.52,no data available
CI,2008-02-06,0.98,0.98,-0.27,no data available
CI,2007-11-02,0.94,1.14,+21.2,no data available
CI,2007-08-01,0.88,0.96,+8.53,no data available
CI,2007-05-02,0.84,0.89,+6.13,no data available
CI,2007-02-07,0.76,0.87,+15.01,no data available
CI,2006-11-01,0.72,0.83,+14.13,no data available
CI,2006-08-02,0.65,0.77,+18.89,no data available
CI,2006-05-03,0.63,0.7,+11.44,no data available
CI,2006-02-08,0.55,0.66,+19.57,no data available
CI,2005-11-02,0.54,0.65,+19.71,no data available
CI,2005-08-03,0.52,0.66,+27.79,no data available
CI,2005-05-04,0.5,0.75,+48.48,no data available
CI,2005-02-09,0.54,0.8,+49.8,no data available
CI,2004-11-03,0.45,0.59,+30.51,no data available
CI,2004-08-04,0.42,0.58,+40.24,no data available
CI,2004-04-30,0.61,0.62,+1.18,no data available
CI,2004-02-06,0.47,0.55,+17.61,no data available
CI,2003-10-31,0.39,0.48,+24,no data available
CI,2003-08-01,0.36,0.38,+5.06,no data available
CI,2003-05-02,0.47,0.49,+2.52,no data available
CI,2003-02-07,0.4,0.42,+5.88,no data available
CI,2002-11-01,0.5,0.5,-0.67,no data available
CI,2002-08-02,0.65,0.65,-0.29,no data available
CI,2002-05-02,0.63,0.64,+1.97,no data available
CI,2002-02-08,0.6,0.64,+6.3,no data available
CI,2001-11-02,0.53,0.55,+4.09,no data available
CI,2001-08-01,0.59,0.58,-2.15,no data available
CI,2001-05-02,0.59,0.59,-0.43,no data available
CI,2001-02-09,0.59,0.6,+2.96,no data available
CI,2000-11-02,0.52,0.59,+12.82,no data available
CMCSA,2025-07-21,-,-,-,no data available
CMCSA,2025-04-23,-,-,-,no data available
CMCSA,2025-01-23,-,-,-,no data available
CMCSA,2024-10-31,1.06,-,-,no data available
CMCSA,2024-07-23,1.12,1.21,+8.44,0.22792618
CMCSA,2024-04-25,0.99,1.04,+5.23,0.22695784
CMCSA,2024-01-25,0.79,0.84,+5.87,0.19881234
CMCSA,2023-10-26,0.95,1.08,+13.82,0.23884785
CMCSA,2023-07-27,0.97,1.13,+16.27,0.17684202
CMCSA,2023-04-27,0.82,0.92,+12.19,0.21333751
CMCSA,2023-01-26,0.77,0.82,+6.37,0.24792806
CMCSA,2022-10-27,0.9,0.96,+6.76,0.35662082
CMCSA,2022-07-28,0.92,1.01,+10.33,0.27196207
CMCSA,2022-04-28,0.8,0.86,+6.93,0.33036438
CMCSA,2022-01-27,0.73,0.77,+4.93,0.33165022
CMCSA,2021-10-28,0.75,0.87,+15.89,0.23806999
CMCSA,2021-07-29,0.67,0.84,+26.03,0.19595493
CMCSA,2021-04-29,0.59,0.76,+29.62,0.2047494
CMCSA,2021-01-28,0.48,0.56,+16.25,0.30555253
CMCSA,2020-10-29,0.52,0.65,+25.66,0.34671513
CMCSA,2020-07-30,0.55,0.69,+24.7,0.26842205
CMCSA,2020-04-30,0.68,0.71,+4.82,0.34004783
CMCSA,2020-01-23,0.76,0.79,+3.68,0.17955656
CMCSA,2019-10-24,0.75,0.79,+5.88,0.19141482
CMCSA,2019-07-25,0.75,0.78,+3.65,0.16598385
CMCSA,2019-04-25,0.68,0.76,+11.72,0.18120751
CMCSA,2019-01-23,0.62,0.64,+2.62,0.26305647
CMCSA,2018-10-25,0.61,0.65,+7.42,0.27547034
CMCSA,2018-07-26,0.6,0.65,+7.85,0.22617999
CMCSA,2018-04-25,0.59,0.62,+5.65,0.25508747
CMCSA,2018-01-24,0.47,0.49,+4.76,0.23687941
CMCSA,2017-10-26,0.5,0.52,+4.89,0.21425823
CMCSA,2017-07-27,0.48,0.52,+7.47,0.18500151
CMCSA,2017-04-27,0.44,0.53,+19.17,0.17744525
CMCSA,2017-01-26,0.43,0.45,+2.72,0.1573005
CMCSA,2016-10-26,0.46,0.46,+0.99,0.17215904
CMCSA,2016-07-27,0.4,0.42,+2.95,no data available
CMCSA,2016-04-27,0.4,0.44,+9.88,no data available
CMCSA,2016-02-03,0.41,0.4,-3.2,no data available
CMCSA,2015-10-27,0.4,0.4,-0.02,no data available
CMCSA,2015-07-23,0.42,0.43,+0.94,no data available
CMCSA,2015-05-04,0.37,0.41,+9.67,no data available
CMCSA,2015-02-24,0.39,0.37,-5.2,no data available
CMCSA,2014-10-23,0.35,0.37,+3.51,no data available
CMCSA,2014-07-22,0.36,0.38,+5.14,no data available
CMCSA,2014-04-22,0.32,0.34,+5.7,no data available
CMCSA,2014-01-28,0.34,0.33,-2.82,no data available
CMCSA,2013-10-30,0.31,0.33,+6.29,no data available
CMCSA,2013-07-31,0.32,0.33,+2.67,no data available
CMCSA,2013-05-01,0.25,0.26,+1.69,no data available
CMCSA,2013-02-12,0.27,0.26,-2.5,no data available
CMCSA,2012-10-26,0.23,0.23,-0.2,no data available
CMCSA,2012-08-01,0.24,0.25,+5.34,no data available
CMCSA,2012-05-02,0.21,0.23,+6.64,no data available
CMCSA,2012-02-15,0.21,0.24,+13.45,no data available
